year,month,day,statefips,State,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,3,16,51,VA,-0.00714,0.131,0.291,-0.0857,-0.0643,0.0286,-0.0414
2020,3,16,53,WA,-0.0714,0.111,0.261,-0.22,-0.14,0.0557,-0.0707
2020,3,16,54,WV,0.0514,0.123,0.177,0.0629,-0.0329,0.0143,-0.0207
2020,3,16,55,WI,-0.00143,0.16,0.19,-0.02,-0.0129,0.02,-0.0277
2020,3,16,56,WY,0.0143,0.223,0.0529,0.0543,-0.0271,0.0143,-0.0213
2020,3,17,1,AL,0.0114,0.21,0.306,0.0586,-0.0386,0.0157,-0.0193
2020,3,17,2,AK,0.0329,0.154,0.27,-0.0114,-0.08,0.0271,-0.0293
2020,3,17,4,AZ,-0.00714,0.167,-0.02,-0.0543,-0.119,0.0386,-0.0436
2020,3,17,5,AR,0.00429,0.171,0.179,-0.00571,-0.05,0.0314,-0.0415
2020,3,17,6,CA,-0.0957,0.17,-0.177,-0.23,-0.126,0.0686,-0.0865
2020,3,17,8,CO,-0.0743,0.191,0.15,-0.159,-0.111,0.0486,-0.0609
2020,3,17,9,CT,-0.0686,0.186,0.29,-0.166,-0.114,0.0557,-0.068
2020,3,17,10,DE,-0.00429,0.113,0.346,-0.09,-0.0857,0.0371,-0.0451
2020,3,17,11,DC,-0.214,0.0271,-0.18,-0.287,-0.21,0.0786,-0.0955
2020,3,17,12,FL,-0.0286,0.141,0.103,-0.0971,-0.0757,0.03,-0.0378
2020,3,17,13,GA,-0.03,0.171,0.229,-0.0929,-0.0914,0.0343,-0.0423
2020,3,17,15,HI,-0.0714,0.0486,-0.14,-0.114,-0.0729,0.0414,-0.0496
2020,3,17,16,ID,0.02,0.249,0.407,0.0157,-0.04,0.0171,-0.0247
2020,3,17,17,IL,-0.0429,0.273,0.129,-0.13,-0.0871,0.04,-0.0493
2020,3,17,18,IN,-0.0286,0.183,0.264,0.0157,-0.0657,0.03,-0.0375
2020,3,17,19,IA,-0.0114,0.296,0.289,0.0257,-0.05,0.02,-0.0257
2020,3,17,20,KS,-0.00571,0.189,0.246,0.0571,-0.0857,0.0286,-0.0374
2020,3,17,21,KY,-0.0457,0.191,0.187,-0.0257,-0.07,0.0343,-0.0434
2020,3,17,22,LA,-7.98E-10,0.22,0.211,-0.0143,-0.0514,0.0214,-0.0272
2020,3,17,23,ME,-0.0243,0.189,0.107,-0.05,-0.05,0.0357,-0.0419
2020,3,17,24,MD,-0.0486,0.11,0.356,-0.161,-0.104,0.0514,-0.0641
2020,3,17,25,MA,-0.0929,0.16,0.166,-0.27,-0.147,0.0714,-0.0856
2020,3,17,26,MI,-0.0871,0.183,0.301,-0.0657,-0.0829,0.0457,-0.0563
2020,3,17,27,MN,-0.0329,0.157,0.0514,-0.136,-0.0829,0.0457,-0.0562
2020,3,17,28,MS,0.0571,0.199,0.336,0.0843,-0.0957,0.0157,-0.0169
2020,3,17,29,MO,0.0271,0.211,0.151,-0.0214,-0.0271,0.0214,-0.0284
2020,3,17,30,MT,-0.0486,0.161,-0.05,0.0171,-0.0743,0.03,-0.0412
2020,3,17,31,NE,-0.0443,0.186,0.153,-0.00286,-0.0914,0.0471,-0.062
2020,3,17,32,NV,-0.03,0.2,-0.0857,-0.126,-0.09,0.0386,-0.0478
2020,3,17,33,NH,-0.03,0.207,0.0843,-0.0614,-0.0657,0.0429,-0.0509
2020,3,17,34,NJ,-0.0686,0.154,0.414,-0.226,-0.124,0.0657,-0.0797
2020,3,17,35,NM,0.00143,0.263,0.19,0.06,-0.0871,0.03,-0.0373
2020,3,17,36,NY,-0.101,0.197,0.07,-0.233,-0.111,0.0571,-0.0695
2020,3,17,37,NC,-0.00571,0.17,0.317,-0.0771,-0.07,0.0243,-0.0306
2020,3,17,38,ND,-0.00571,0.177,-0.0143,-0.00429,-0.04,0.0286,-0.0373
2020,3,17,39,OH,-0.0657,0.184,0.313,-0.0314,-0.0829,0.0371,-0.0473
2020,3,17,40,OK,0.0157,0.167,0.101,0.0614,-0.0714,0.0257,-0.0327
2020,3,17,41,OR,-0.0686,0.123,0.304,-0.113,-0.107,0.0457,-0.0594
2020,3,17,42,PA,-0.0471,0.134,0.3,-0.14,-0.103,0.0443,-0.0535
2020,3,17,44,RI,-0.07,0.163,0.414,-0.209,-0.0986,0.0514,-0.0625
2020,3,17,45,SC,0.0371,0.18,0.321,0.0771,-0.04,0.0129,-0.015
2020,3,17,46,SD,-0.0471,0.211,0.1,-0.00286,-0.0714,0.0429,-0.0587
2020,3,17,47,TN,-0.0129,0.181,0.207,-0.0229,-0.0686,0.03,-0.0378
2020,3,17,48,TX,-0.0129,0.177,0.116,-0.0543,-0.133,0.04,-0.0481
2020,3,17,49,UT,-0.04,0.299,0.527,-0.0886,-0.109,0.04,-0.0517
2020,3,17,50,VT,-0.0571,0.116,0.0286,-0.151,-0.0729,0.0414,-0.0503
2020,3,17,51,VA,-0.0343,0.134,0.309,-0.12,-0.106,0.0443,-0.0568
2020,3,17,53,WA,-0.11,0.116,0.297,-0.246,-0.174,0.0686,-0.0833
2020,3,17,54,WV,0.0286,0.136,0.177,0.0543,-0.0557,0.0229,-0.029
2020,3,17,55,WI,-0.0386,0.171,0.219,-0.0414,-0.0443,0.0329,-0.0402
2020,3,17,56,WY,-0.00857,0.24,0.0657,0.0486,-0.0586,0.0243,-0.031
2020,3,18,1,AL,-0.0214,0.217,0.323,0.0443,-0.0714,0.0286,-0.0337
2020,3,18,2,AK,-0.0114,0.153,0.256,-0.0329,-0.0986,0.0371,-0.0405
2020,3,18,4,AZ,-0.0471,0.167,-0.0543,-0.0814,-0.149,0.0514,-0.058
2020,3,18,5,AR,-0.03,0.163,0.163,-0.0214,-0.0871,0.0443,-0.0559
2020,3,18,6,CA,-0.141,0.163,-0.223,-0.271,-0.176,0.09,-0.11
2020,3,18,8,CO,-0.121,0.186,0.153,-0.203,-0.167,0.07,-0.0849
2020,3,18,9,CT,-0.114,0.177,0.313,-0.204,-0.161,0.0757,-0.0904
2020,3,18,10,DE,-0.0471,0.104,0.367,-0.126,-0.13,0.0543,-0.0643
2020,3,18,11,DC,-0.279,0.00429,-0.233,-0.371,-0.283,0.106,-0.126
2020,3,18,12,FL,-0.0643,0.141,0.0743,-0.133,-0.113,0.0443,-0.0538
2020,3,18,13,GA,-0.0643,0.171,0.209,-0.127,-0.131,0.0514,-0.0615
2020,3,18,15,HI,-0.0971,0.0471,-0.179,-0.144,-0.109,0.0571,-0.0672
2020,3,18,16,ID,-0.00857,0.254,0.39,-0.00143,-0.0771,0.0314,-0.0407
2020,3,18,17,IL,-0.1,0.266,0.0586,-0.183,-0.136,0.0629,-0.0749
2020,3,18,18,IN,-0.0786,0.18,0.219,-0.00571,-0.101,0.0471,-0.0567
2020,3,18,19,IA,-0.0686,0.289,0.219,0.00714,-0.0929,0.0386,-0.0465
2020,3,18,20,KS,-0.05,0.201,0.174,0.0343,-0.121,0.0443,-0.055
2020,3,18,21,KY,-0.0929,0.186,0.12,-0.0457,-0.103,0.0486,-0.0594
2020,3,18,22,LA,-0.0486,0.217,0.15,-0.0529,-0.0871,0.0371,-0.0448
2020,3,18,23,ME,-0.0743,0.186,0.134,-0.0829,-0.0914,0.0514,-0.0595
2020,3,18,24,MD,-0.0871,0.101,0.373,-0.211,-0.159,0.0743,-0.0897
2020,3,18,25,MA,-0.144,0.143,0.206,-0.327,-0.203,0.0943,-0.111
2020,3,18,26,MI,-0.144,0.169,0.296,-0.106,-0.129,0.0643,-0.0771
2020,3,18,27,MN,-0.0914,0.15,0.0457,-0.183,-0.124,0.0657,-0.0786
2020,3,18,28,MS,0.0286,0.209,0.33,0.0671,-0.113,0.0257,-0.0281
2020,3,18,29,MO,-0.0171,0.221,0.0829,-0.05,-0.0671,0.0371,-0.046
2020,3,18,30,MT,-0.0957,0.156,-0.0457,-0.00714,-0.113,0.0443,-0.0572
2020,3,18,31,NE,-0.0886,0.186,0.0843,-0.0257,-0.12,0.0629,-0.0796
2020,3,18,32,NV,-0.0757,0.201,-0.153,-0.166,-0.141,0.0571,-0.0686
2020,3,18,33,NH,-0.0729,0.216,0.153,-0.0914,-0.107,0.06,-0.0701
2020,3,18,34,NJ,-0.12,0.139,0.411,-0.276,-0.176,0.0886,-0.105
2020,3,18,35,NM,-0.0371,0.26,0.137,0.0457,-0.129,0.0471,-0.0565
2020,3,18,36,NY,-0.153,0.196,0.0514,-0.284,-0.161,0.0786,-0.0935
2020,3,18,37,NC,-0.0486,0.173,0.284,-0.113,-0.106,0.04,-0.0482
2020,3,18,38,ND,-0.0443,0.189,-0.0557,-0.0314,-0.07,0.0443,-0.0549
2020,3,18,39,OH,-0.119,0.176,0.28,-0.0586,-0.123,0.0543,-0.0665
2020,3,18,40,OK,-0.0229,0.171,0.0657,0.0429,-0.113,0.04,-0.0487
2020,3,18,41,OR,-0.116,0.121,0.331,-0.149,-0.154,0.0614,-0.077
2020,3,18,42,PA,-0.104,0.117,0.303,-0.193,-0.151,0.0643,-0.0759
2020,3,18,44,RI,-0.12,0.16,0.487,-0.257,-0.141,0.07,-0.0833
2020,3,18,45,SC,-0.00429,0.186,0.274,0.0571,-0.0714,0.0271,-0.031
2020,3,18,46,SD,-0.0771,0.201,0.06,-0.0171,-0.101,0.0571,-0.0747
2020,3,18,47,TN,-0.0457,0.186,0.176,-0.0457,-0.1,0.0429,-0.0522
2020,3,18,48,TX,-0.0529,0.177,0.0614,-0.0871,-0.161,0.0557,-0.0657
2020,3,18,49,UT,-0.0886,0.3,0.473,-0.136,-0.17,0.0657,-0.0805
2020,3,18,50,VT,-0.104,0.103,0.0643,-0.196,-0.116,0.0586,-0.0695
2020,3,18,51,VA,-0.0743,0.129,0.289,-0.163,-0.151,0.0629,-0.0776
2020,3,18,53,WA,-0.151,0.11,0.364,-0.274,-0.213,0.0829,-0.0993
2020,3,18,54,WV,-0.0114,0.143,0.169,0.0386,-0.0857,0.0329,-0.0402
2020,3,18,55,WI,-0.0943,0.166,0.19,-0.0757,-0.0857,0.0529,-0.0626
2020,3,18,56,WY,-0.0386,0.247,0.0657,0.0371,-0.0943,0.0357,-0.0438
2020,3,19,1,AL,-0.0643,0.207,0.3,0.0214,-0.109,0.0443,-0.0495
2020,3,19,2,AK,-0.0657,0.131,0.247,-0.0614,-0.121,0.0486,-0.052
2020,3,19,4,AZ,-0.0871,0.156,-0.0443,-0.106,-0.179,0.0643,-0.0709
2020,3,19,5,AR,-0.0757,0.13,0.0886,-0.0414,-0.124,0.06,-0.0717
2020,3,19,6,CA,-0.183,0.149,-0.23,-0.307,-0.224,0.11,-0.131
2020,3,19,8,CO,-0.196,0.13,0.0471,-0.273,-0.231,0.1,-0.115
2020,3,19,9,CT,-0.169,0.131,0.281,-0.249,-0.21,0.0971,-0.112
2020,3,19,10,DE,-0.0971,0.0786,0.361,-0.181,-0.174,0.0743,-0.0844
2020,3,19,11,DC,-0.339,-0.0271,-0.259,-0.443,-0.353,0.133,-0.153
2020,3,19,12,FL,-0.104,0.126,0.04,-0.177,-0.153,0.0614,-0.0711
2020,3,19,13,GA,-0.106,0.151,0.214,-0.166,-0.174,0.07,-0.0802
2020,3,19,15,HI,-0.127,0.0371,-0.206,-0.176,-0.147,0.0743,-0.0844
2020,3,19,16,ID,-0.0429,0.24,0.446,-0.0243,-0.117,0.0471,-0.0565
2020,3,19,17,IL,-0.159,0.243,-0.0129,-0.237,-0.187,0.0857,-0.0979
2020,3,19,18,IN,-0.129,0.169,0.167,-0.0314,-0.139,0.0643,-0.0739
2020,3,19,19,IA,-0.129,0.263,0.164,-0.0214,-0.134,0.06,-0.068
2020,3,19,20,KS,-0.0971,0.19,0.216,0.00714,-0.159,0.0614,-0.0723
2020,3,19,21,KY,-0.136,0.173,0.104,-0.0671,-0.137,0.0629,-0.0738
2020,3,19,22,LA,-0.1,0.203,0.0971,-0.0943,-0.124,0.0543,-0.062
2020,3,19,23,ME,-0.137,0.146,0.0957,-0.131,-0.14,0.0714,-0.0796
2020,3,19,24,MD,-0.133,0.0757,0.386,-0.26,-0.213,0.0971,-0.113
2020,3,19,25,MA,-0.207,0.0929,0.134,-0.387,-0.259,0.12,-0.137
2020,3,19,26,MI,-0.203,0.141,0.269,-0.151,-0.176,0.0843,-0.0972
2020,3,19,27,MN,-0.154,0.121,0.0157,-0.236,-0.169,0.0886,-0.102
2020,3,19,28,MS,-0.01,0.2,0.303,0.0457,-0.13,0.0386,-0.0411
2020,3,19,29,MO,-0.0643,0.206,0.0586,-0.0786,-0.11,0.0557,-0.0647
2020,3,19,30,MT,-0.151,0.136,-0.0586,-0.0386,-0.153,0.0614,-0.0744
2020,3,19,31,NE,-0.147,0.153,0.0143,-0.0686,-0.15,0.0814,-0.0983
2020,3,19,32,NV,-0.13,0.18,-0.204,-0.219,-0.201,0.08,-0.0916
2020,3,19,33,NH,-0.13,0.181,0.101,-0.137,-0.154,0.0829,-0.0931
2020,3,19,34,NJ,-0.177,0.0986,0.384,-0.327,-0.23,0.114,-0.131
2020,3,19,35,NM,-0.09,0.231,0.0943,0.0229,-0.17,0.0657,-0.0752
2020,3,19,36,NY,-0.21,0.16,0.02,-0.337,-0.214,0.101,-0.116
2020,3,19,37,NC,-0.0943,0.161,0.281,-0.151,-0.141,0.0557,-0.064
2020,3,19,38,ND,-0.1,0.176,-0.0929,-0.0614,-0.103,0.0643,-0.075
2020,3,19,39,OH,-0.177,0.141,0.229,-0.0886,-0.166,0.0743,-0.0866
2020,3,19,40,OK,-0.0729,0.147,-0.00429,0.0143,-0.156,0.0586,-0.0674
2020,3,19,41,OR,-0.161,0.106,0.379,-0.184,-0.2,0.0771,-0.0928
2020,3,19,42,PA,-0.166,0.0857,0.247,-0.247,-0.201,0.0857,-0.0974
2020,3,19,44,RI,-0.18,0.124,0.417,-0.32,-0.191,0.0929,-0.106
2020,3,19,45,SC,-0.0514,0.179,0.259,0.0286,-0.104,0.0429,-0.0468
2020,3,19,46,SD,-0.123,0.171,0.00857,-0.0586,-0.133,0.0757,-0.0933
2020,3,19,47,TN,-0.08,0.171,0.187,-0.07,-0.131,0.0557,-0.0651
2020,3,19,48,TX,-0.1,0.157,0.00714,-0.124,-0.191,0.0729,-0.0829
2020,3,19,49,UT,-0.146,0.244,0.391,-0.18,-0.22,0.0886,-0.103
2020,3,19,50,VT,-0.161,0.0714,0.0586,-0.246,-0.164,0.0786,-0.0896
2020,3,19,51,VA,-0.117,0.107,0.314,-0.207,-0.197,0.0829,-0.0977
2020,3,19,53,WA,-0.194,0.0929,0.433,-0.304,-0.25,0.0971,-0.114
2020,3,19,54,WV,-0.06,0.133,0.127,0.0129,-0.119,0.0457,-0.0532
2020,3,19,55,WI,-0.159,0.134,0.151,-0.117,-0.131,0.0743,-0.0842
2020,3,19,56,WY,-0.0914,0.216,0.0214,-0.0157,-0.136,0.0557,-0.0639
2020,3,20,1,AL,-0.113,0.176,0.273,-0.00857,-0.147,0.0643,-0.0689
2020,3,20,2,AK,-0.116,0.109,0.257,-0.0957,-0.143,0.0614,-0.0644
2020,3,20,4,AZ,-0.127,0.136,-0.03,-0.131,-0.209,0.0786,-0.0848
2020,3,20,5,AR,-0.116,0.111,0.11,-0.0629,-0.159,0.0729,-0.0841
2020,3,20,6,CA,-0.236,0.1,-0.233,-0.343,-0.276,0.133,-0.153
2020,3,20,8,CO,-0.247,0.0857,0.0171,-0.317,-0.286,0.123,-0.137
2020,3,20,9,CT,-0.209,0.106,0.29,-0.281,-0.246,0.114,-0.129
2020,3,20,10,DE,-0.141,0.0543,0.42,-0.221,-0.216,0.0914,-0.101
2020,3,20,11,DC,-0.393,-0.0614,-0.274,-0.501,-0.411,0.157,-0.177
2020,3,20,12,FL,-0.147,0.103,-0.00143,-0.22,-0.19,0.0786,-0.0876
2020,3,20,13,GA,-0.144,0.116,0.224,-0.201,-0.209,0.0871,-0.0968
2020,3,20,15,HI,-0.166,0.0171,-0.236,-0.213,-0.19,0.0943,-0.104
2020,3,20,16,ID,-0.0814,0.21,0.497,-0.05,-0.157,0.0614,-0.0703
2020,3,20,17,IL,-0.213,0.219,-0.08,-0.287,-0.236,0.109,-0.12
2020,3,20,18,IN,-0.179,0.143,0.141,-0.06,-0.176,0.0829,-0.0919
2020,3,20,19,IA,-0.193,0.23,0.101,-0.06,-0.176,0.0814,-0.0888
2020,3,20,20,KS,-0.143,0.174,0.213,-0.0214,-0.189,0.0771,-0.0875
2020,3,20,21,KY,-0.181,0.144,0.121,-0.0929,-0.173,0.0786,-0.089
2020,3,20,22,LA,-0.153,0.163,0.0429,-0.141,-0.164,0.0757,-0.0828
2020,3,20,23,ME,-0.186,0.116,0.121,-0.17,-0.184,0.09,-0.0976
2020,3,20,24,MD,-0.173,0.05,0.407,-0.301,-0.263,0.119,-0.133
2020,3,20,25,MA,-0.249,0.0657,0.186,-0.43,-0.301,0.137,-0.154
2020,3,20,26,MI,-0.254,0.103,0.254,-0.193,-0.219,0.104,-0.117
2020,3,20,27,MN,-0.211,0.0986,0.0143,-0.287,-0.211,0.111,-0.124
2020,3,20,28,MS,-0.05,0.184,0.27,0.0157,-0.15,0.0543,-0.0563
2020,3,20,29,MO,-0.116,0.19,0.0186,-0.113,-0.156,0.0743,-0.0827
2020,3,20,30,MT,-0.199,0.116,-0.00714,-0.0629,-0.19,0.0757,-0.0883
2020,3,20,31,NE,-0.199,0.113,-0.03,-0.0971,-0.176,0.1,-0.116
2020,3,20,32,NV,-0.186,0.141,-0.253,-0.273,-0.26,0.104,-0.115
2020,3,20,33,NH,-0.176,0.156,0.15,-0.171,-0.199,0.103,-0.112
2020,3,20,34,NJ,-0.226,0.0657,0.401,-0.369,-0.28,0.136,-0.152
2020,3,20,35,NM,-0.131,0.197,0.11,0.00429,-0.206,0.08,-0.089
2020,3,20,36,NY,-0.259,0.131,0.00571,-0.381,-0.264,0.123,-0.137
2020,3,20,37,NC,-0.137,0.141,0.319,-0.187,-0.177,0.0714,-0.0793
2020,3,20,38,ND,-0.161,0.163,-0.121,-0.0943,-0.136,0.0857,-0.0958
2020,3,20,39,OH,-0.226,0.111,0.23,-0.117,-0.209,0.0943,-0.106
2020,3,20,40,OK,-0.114,0.136,0,-0.0129,-0.189,0.0729,-0.0812
2020,3,20,41,OR,-0.201,0.0829,0.483,-0.213,-0.241,0.09,-0.105
2020,3,20,42,PA,-0.223,0.0529,0.221,-0.293,-0.25,0.109,-0.12
2020,3,20,44,RI,-0.224,0.09,0.51,-0.357,-0.237,0.113,-0.126
2020,3,20,45,SC,-0.0986,0.161,0.244,-0.00429,-0.139,0.0586,-0.062
2020,3,20,46,SD,-0.161,0.131,-0.02,-0.0871,-0.164,0.0929,-0.11
2020,3,20,47,TN,-0.121,0.151,0.12,-0.101,-0.161,0.0714,-0.0804
2020,3,20,48,TX,-0.144,0.126,-0.0457,-0.16,-0.219,0.0914,-0.101
2020,3,20,49,UT,-0.19,0.196,0.406,-0.217,-0.264,0.107,-0.121
2020,3,20,50,VT,-0.216,0.0343,0.0614,-0.286,-0.211,0.0986,-0.109
2020,3,20,51,VA,-0.159,0.08,0.333,-0.247,-0.237,0.1,-0.114
2020,3,20,53,WA,-0.229,0.0729,0.577,-0.324,-0.284,0.109,-0.125
2020,3,20,54,WV,-0.113,0.107,0.116,-0.0229,-0.151,0.0614,-0.0684
2020,3,20,55,WI,-0.219,0.103,0.124,-0.16,-0.177,0.0971,-0.106
2020,3,20,56,WY,-0.141,0.184,-4.52E-09,-0.0314,-0.173,0.0729,-0.0805
2020,3,21,1,AL,-0.164,0.143,0.209,-0.0443,-0.176,0.0757,-0.0889
2020,3,21,2,AK,-0.169,0.08,0.206,-0.133,-0.17,0.0714,-0.0819
2020,3,21,4,AZ,-0.171,0.109,-0.0414,-0.166,-0.237,0.09,-0.105
2020,3,21,5,AR,-0.153,0.0986,0.173,-0.0786,-0.179,0.0786,-0.0941
2020,3,21,6,CA,-0.286,0.0486,-0.211,-0.376,-0.314,0.147,-0.178
2020,3,21,8,CO,-0.289,0.0529,0.00429,-0.359,-0.321,0.134,-0.157
2020,3,21,9,CT,-0.253,0.0843,0.297,-0.319,-0.279,0.126,-0.149
2020,3,21,10,DE,-0.189,0.0286,0.38,-0.271,-0.246,0.104,-0.124
2020,3,21,11,DC,-0.439,-0.0886,-0.264,-0.543,-0.453,0.17,-0.199
2020,3,21,12,FL,-0.194,0.0757,-0.06,-0.266,-0.226,0.0914,-0.11
2020,3,21,13,GA,-0.183,0.0971,0.2,-0.234,-0.234,0.0971,-0.114
2020,3,21,15,HI,-0.214,-0.0114,-0.293,-0.257,-0.223,0.109,-0.129
2020,3,21,16,ID,-0.114,0.18,0.621,-0.0614,-0.181,0.0671,-0.0803
2020,3,21,17,IL,-0.269,0.179,-0.0929,-0.331,-0.271,0.123,-0.145
2020,3,21,18,IN,-0.224,0.126,0.154,-0.08,-0.206,0.0929,-0.109
2020,3,21,19,IA,-0.246,0.213,0.156,-0.0786,-0.201,0.0914,-0.106
2020,3,21,20,KS,-0.181,0.16,0.29,-0.0386,-0.209,0.0857,-0.103
2020,3,21,21,KY,-0.224,0.124,0.151,-0.114,-0.201,0.0871,-0.104
2020,3,21,22,LA,-0.207,0.13,-0.0243,-0.191,-0.197,0.09,-0.108
2020,3,21,23,ME,-0.243,0.0757,0.147,-0.214,-0.217,0.101,-0.118
2020,3,21,24,MD,-0.214,0.0286,0.361,-0.34,-0.296,0.131,-0.156
2020,3,21,25,MA,-0.293,0.0357,0.2,-0.474,-0.339,0.149,-0.174
2020,3,21,26,MI,-0.301,0.0771,0.279,-0.231,-0.259,0.114,-0.134
2020,3,21,27,MN,-0.271,0.0643,0.0271,-0.334,-0.246,0.126,-0.149
2020,3,21,28,MS,-0.0971,0.166,0.21,-0.02,-0.176,0.0686,-0.0813
2020,3,21,29,MO,-0.16,0.18,0.08,-0.133,-0.181,0.0829,-0.0977
2020,3,21,30,MT,-0.236,0.0986,0.104,-0.0743,-0.219,0.0814,-0.0983
2020,3,21,31,NE,-0.229,0.106,0.0271,-0.0957,-0.187,0.106,-0.126
2020,3,21,32,NV,-0.243,0.0914,-0.284,-0.329,-0.319,0.121,-0.145
2020,3,21,33,NH,-0.224,0.124,0.17,-0.21,-0.233,0.116,-0.135
2020,3,21,34,NJ,-0.276,0.0414,0.35,-0.414,-0.32,0.15,-0.177
2020,3,21,35,NM,-0.177,0.167,0.0686,-0.0214,-0.236,0.0914,-0.109
2020,3,21,36,NY,-0.311,0.101,-0.0243,-0.424,-0.304,0.136,-0.16
2020,3,21,37,NC,-0.181,0.12,0.301,-0.223,-0.204,0.0814,-0.0968
2020,3,21,38,ND,-0.233,0.136,-0.123,-0.127,-0.166,0.1,-0.121
2020,3,21,39,OH,-0.271,0.0857,0.223,-0.143,-0.24,0.104,-0.124
2020,3,21,40,OK,-0.157,0.12,0.0214,-0.0357,-0.21,0.0814,-0.0963
2020,3,21,41,OR,-0.233,0.0671,0.616,-0.227,-0.269,0.0929,-0.11
2020,3,21,42,PA,-0.281,0.0186,0.193,-0.339,-0.291,0.123,-0.145
2020,3,21,44,RI,-0.267,0.0614,0.579,-0.396,-0.267,0.124,-0.146
2020,3,21,45,SC,-0.15,0.141,0.209,-0.0414,-0.164,0.0686,-0.0796
2020,3,21,46,SD,-0.179,0.131,0.0386,-0.0914,-0.174,0.0957,-0.115
2020,3,21,47,TN,-0.163,0.137,0.0971,-0.126,-0.186,0.08,-0.0954
2020,3,21,48,TX,-0.19,0.101,-0.106,-0.203,-0.246,0.107,-0.128
2020,3,21,49,UT,-0.229,0.161,0.453,-0.246,-0.289,0.116,-0.136
2020,3,21,50,VT,-0.273,-0.00857,0.0443,-0.341,-0.25,0.11,-0.129
2020,3,21,51,VA,-0.201,0.0543,0.289,-0.287,-0.266,0.111,-0.134
2020,3,21,53,WA,-0.263,0.0486,0.68,-0.346,-0.313,0.114,-0.135
2020,3,21,54,WV,-0.163,0.0957,0.0843,-0.0543,-0.18,0.0714,-0.0859
2020,3,21,55,WI,-0.28,0.0643,0.154,-0.197,-0.209,0.11,-0.129
2020,3,21,56,WY,-0.187,0.161,0.0486,-0.03,-0.2,0.0814,-0.0956
2020,3,22,1,AL,-0.211,0.11,0.189,-0.0843,-0.209,0.0857,-0.109
2020,3,22,2,AK,-0.219,0.0543,0.216,-0.186,-0.199,0.08,-0.0994
2020,3,22,4,AZ,-0.221,0.0714,-0.0629,-0.209,-0.271,0.1,-0.125
2020,3,22,5,AR,-0.204,0.0629,0.141,-0.111,-0.21,0.0871,-0.112
2020,3,22,6,CA,-0.334,0.00143,-0.21,-0.417,-0.354,0.159,-0.201
2020,3,22,8,CO,-0.327,0.0214,-0.00429,-0.4,-0.354,0.143,-0.175
2020,3,22,9,CT,-0.296,0.0571,0.256,-0.36,-0.309,0.134,-0.166
2020,3,22,10,DE,-0.233,0.00143,0.319,-0.324,-0.276,0.114,-0.144
2020,3,22,11,DC,-0.474,-0.113,-0.239,-0.579,-0.489,0.179,-0.217
2020,3,22,12,FL,-0.243,0.0457,-0.124,-0.317,-0.264,0.103,-0.133
2020,3,22,13,GA,-0.221,0.0714,0.171,-0.276,-0.263,0.107,-0.135
2020,3,22,15,HI,-0.263,-0.0414,-0.344,-0.303,-0.259,0.12,-0.152
2020,3,22,16,ID,-0.149,0.144,0.781,-0.08,-0.209,0.07,-0.0861
2020,3,22,17,IL,-0.347,0.0943,-0.184,-0.39,-0.319,0.139,-0.177
2020,3,22,18,IN,-0.28,0.0871,0.0943,-0.117,-0.24,0.103,-0.13
2020,3,22,19,IA,-0.311,0.16,0.111,-0.114,-0.234,0.103,-0.13
2020,3,22,20,KS,-0.223,0.146,0.283,-0.07,-0.234,0.0943,-0.12
2020,3,22,21,KY,-0.266,0.0943,0.163,-0.15,-0.231,0.0957,-0.121
2020,3,22,22,LA,-0.257,0.106,-0.0857,-0.249,-0.231,0.101,-0.131
2020,3,22,23,ME,-0.297,0.0271,0.166,-0.264,-0.254,0.11,-0.135
2020,3,22,24,MD,-0.253,0.00429,0.38,-0.377,-0.327,0.14,-0.173
2020,3,22,25,MA,-0.337,0.00143,0.17,-0.521,-0.374,0.159,-0.194
2020,3,22,26,MI,-0.353,0.0414,0.223,-0.279,-0.297,0.123,-0.152
2020,3,22,27,MN,-0.333,0.01,0.00857,-0.384,-0.283,0.137,-0.172
2020,3,22,28,MS,-0.151,0.131,0.156,-0.0643,-0.209,0.08,-0.105
2020,3,22,29,MO,-0.214,0.154,0.0329,-0.169,-0.216,0.0929,-0.118
2020,3,22,30,MT,-0.271,0.0743,0.203,-0.103,-0.251,0.0857,-0.107
2020,3,22,31,NE,-0.269,0.0757,0.05,-0.119,-0.216,0.113,-0.141
2020,3,22,32,NV,-0.3,0.0343,-0.316,-0.386,-0.379,0.136,-0.174
2020,3,22,33,NH,-0.274,0.0886,0.181,-0.254,-0.269,0.124,-0.152
2020,3,22,34,NJ,-0.337,-0.0114,0.233,-0.467,-0.363,0.164,-0.206
2020,3,22,35,NM,-0.219,0.14,0.0557,-0.0529,-0.266,0.0986,-0.124
2020,3,22,36,NY,-0.369,0.0543,-0.0857,-0.473,-0.346,0.149,-0.186
2020,3,22,37,NC,-0.226,0.0871,0.296,-0.263,-0.233,0.09,-0.114
2020,3,22,38,ND,-0.291,0.101,-0.0686,-0.16,-0.197,0.109,-0.138
2020,3,22,39,OH,-0.313,0.0614,0.246,-0.171,-0.27,0.111,-0.138
2020,3,22,40,OK,-0.204,0.0957,0.0143,-0.0657,-0.241,0.0914,-0.117
2020,3,22,41,OR,-0.27,0.0486,0.661,-0.251,-0.299,0.0986,-0.122
