year,month,day,statefips,State,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,5,28,37,NC,-0.18,-0.00571,0.413,-0.286,-0.313,0.106,-0.123
2020,5,28,38,ND,-0.0743,0.0429,1.24,-0.109,-0.244,0.0686,-0.0768
2020,5,28,39,OH,-0.123,0.0271,1.42,-0.111,-0.316,0.0943,-0.104
2020,5,28,40,OK,-0.0386,0.0914,0.756,0.00857,-0.27,0.0714,-0.0807
2020,5,28,41,OR,-0.219,-0.00571,0.701,-0.273,-0.351,0.104,-0.122
2020,5,28,42,PA,-0.274,-0.0514,0.72,-0.436,-0.371,0.129,-0.149
2020,5,28,44,RI,-0.191,-0.0657,1.34,-0.476,-0.364,0.13,-0.153
2020,5,28,45,SC,-0.0829,0.04,0.364,-0.0243,-0.271,0.0871,-0.101
2020,5,28,46,SD,-0.0314,0.199,2.32,0.0957,-0.25,0.0714,-0.0794
2020,5,28,47,TN,-0.0786,0.0457,0.623,-0.157,-0.281,0.08,-0.0891
2020,5,28,48,TX,-0.171,-0.0329,0.0686,-0.304,-0.32,0.116,-0.136
2020,5,28,49,UT,-0.114,0.0971,1.29,-0.287,-0.343,0.0929,-0.105
2020,5,28,50,VT,-0.191,-0.0429,1.27,-0.333,-0.377,0.106,-0.117
2020,5,28,51,VA,-0.263,-0.05,0.446,-0.383,-0.379,0.14,-0.164
2020,5,28,53,WA,-0.279,-0.03,0.853,-0.403,-0.397,0.124,-0.144
2020,5,28,54,WV,-0.0514,0.0757,0.704,-0.00429,-0.271,0.07,-0.0785
2020,5,28,55,WI,-0.157,0.0343,1.59,-0.147,-0.307,0.104,-0.117
2020,5,28,56,WY,-0.0214,0.14,1.12,0.157,-0.227,0.0529,-0.0614
2020,5,29,1,AL,-0.101,0.0429,0.377,-0.06,-0.257,0.0843,-0.0968
2020,5,29,2,AK,0.0114,0.111,1.3,-0.244,-0.241,0.0614,-0.0674
2020,5,29,4,AZ,-0.203,-0.0543,-0.0414,-0.29,-0.323,0.104,-0.122
2020,5,29,5,AR,-0.0529,0.0914,0.877,-0.0786,-0.249,0.0671,-0.0762
2020,5,29,6,CA,-0.411,-0.0757,-0.0543,-0.43,-0.379,0.147,-0.176
2020,5,29,8,CO,-0.227,-0.0286,0.589,-0.373,-0.36,0.114,-0.137
2020,5,29,9,CT,-0.244,-0.0929,0.651,-0.366,-0.363,0.141,-0.166
2020,5,29,10,DE,-0.249,-0.0714,.,-0.343,-0.347,0.133,-0.158
2020,5,29,11,DC,-0.581,-0.249,-0.436,-0.706,-0.556,0.21,-0.248
2020,5,29,12,FL,-0.269,-0.12,-0.263,-0.46,-0.319,0.119,-0.143
2020,5,29,13,GA,-0.17,-0.03,0.241,-0.381,-0.33,0.113,-0.131
2020,5,29,15,HI,-0.409,-0.193,-0.397,-0.626,-0.363,0.151,-0.183
2020,5,29,16,ID,-0.0229,0.13,.,0.0529,-0.26,0.0543,-0.0601
2020,5,29,17,IL,-0.289,-0.03,0.471,-0.391,-0.379,0.136,-0.158
2020,5,29,18,IN,-0.0771,0.0486,1.3,-0.0443,-0.29,0.0871,-0.0964
2020,5,29,19,IA,-0.124,0.16,1.44,-0.0571,-0.277,0.0914,-0.103
2020,5,29,20,KS,-0.111,0.0143,1.28,5.32E-10,-0.279,0.0771,-0.086
2020,5,29,21,KY,-0.133,0.0743,0.856,-0.143,-0.304,0.09,-0.102
2020,5,29,22,LA,-0.16,0.01,0.0129,-0.25,-0.267,0.0914,-0.11
2020,5,29,23,ME,-0.16,0.04,1.41,-0.236,-0.294,0.0857,-0.0955
2020,5,29,24,MD,-0.283,-0.0986,0.787,-0.413,-0.416,0.166,-0.196
2020,5,29,25,MA,-0.329,-0.136,0.551,-0.579,-0.431,0.161,-0.191
2020,5,29,26,MI,-0.256,-0.0329,1.34,-0.289,-0.383,0.127,-0.143
2020,5,29,27,MN,-0.259,0.0143,1.2,-0.451,-0.369,0.127,-0.147
2020,5,29,28,MS,-0.0343,0.0514,0.331,-0.0443,-0.244,0.0743,-0.0863
2020,5,29,29,MO,-0.0886,0.0571,0.811,-0.163,-0.279,0.08,-0.0892
2020,5,29,30,MT,-0.0329,0.156,1.17,-0.04,-0.223,0.0429,-0.0481
2020,5,29,31,NE,-0.144,0.0414,1.19,-0.02,-0.284,0.0971,-0.112
2020,5,29,32,NV,-0.269,-0.0514,-0.237,-0.427,-0.409,0.13,-0.156
2020,5,29,33,NH,-0.123,-0.01,1.2,-0.191,-0.339,0.119,-0.135
2020,5,29,34,NJ,-0.426,-0.113,0.676,-0.544,-0.431,0.179,-0.213
2020,5,29,35,NM,-0.209,0.0371,0.307,-0.189,-0.327,0.113,-0.134
2020,5,29,36,NY,-0.45,-0.0914,0.256,-0.57,-0.439,0.17,-0.201
2020,5,29,37,NC,-0.179,-0.0129,0.379,-0.289,-0.307,0.106,-0.123
2020,5,29,38,ND,-0.0729,0.0357,1.24,-0.106,-0.236,0.0671,-0.0754
2020,5,29,39,OH,-0.123,0.02,1.37,-0.113,-0.31,0.0943,-0.104
2020,5,29,40,OK,-0.0343,0.0914,0.776,0.00857,-0.261,0.0686,-0.0779
2020,5,29,41,OR,-0.216,-0.00571,0.757,-0.27,-0.346,0.103,-0.12
2020,5,29,42,PA,-0.271,-0.0529,0.737,-0.431,-0.364,0.127,-0.147
2020,5,29,44,RI,-0.197,-0.0743,1.17,-0.48,-0.359,0.131,-0.155
2020,5,29,45,SC,-0.0843,0.0343,0.341,-0.0329,-0.267,0.0871,-0.101
2020,5,29,46,SD,-0.0314,0.193,2.31,0.09,-0.243,0.0686,-0.0766
2020,5,29,47,TN,-0.0743,0.0457,0.657,-0.161,-0.276,0.0771,-0.0864
2020,5,29,48,TX,-0.169,-0.0343,0.0729,-0.304,-0.316,0.116,-0.136
2020,5,29,49,UT,-0.113,0.0971,1.33,-0.289,-0.339,0.0929,-0.105
2020,5,29,50,VT,-0.2,-0.0571,1.15,-0.333,-0.37,0.109,-0.119
2020,5,29,51,VA,-0.261,-0.0529,0.45,-0.381,-0.373,0.139,-0.163
2020,5,29,53,WA,-0.276,-0.0314,0.94,-0.399,-0.391,0.121,-0.142
2020,5,29,54,WV,-0.0486,0.0729,0.7,-0.00429,-0.264,0.0686,-0.0771
2020,5,29,55,WI,-0.153,0.0329,1.55,-0.143,-0.297,0.104,-0.117
2020,5,29,56,WY,-0.0186,0.137,1.15,0.15,-0.22,0.0514,-0.06
2020,5,30,1,AL,-0.0971,0.0386,0.387,-0.0529,-0.246,0.0829,-0.0943
2020,5,30,2,AK,0.02,0.111,1.3,-0.236,-0.229,0.0614,-0.0674
2020,5,30,4,AZ,-0.204,-0.06,-0.0686,-0.293,-0.313,0.104,-0.122
2020,5,30,5,AR,-0.0514,0.0871,0.881,-0.0686,-0.236,0.0657,-0.0737
2020,5,30,6,CA,-0.409,-0.0814,-0.0686,-0.43,-0.369,0.149,-0.179
2020,5,30,8,CO,-0.223,-0.0329,0.561,-0.367,-0.346,0.114,-0.137
2020,5,30,9,CT,-0.229,-0.09,0.866,-0.347,-0.346,0.134,-0.154
2020,5,30,10,DE,-0.244,-0.07,.,-0.321,-0.337,0.13,-0.153
2020,5,30,11,DC,-0.576,-0.247,-0.416,-0.697,-0.539,0.209,-0.245
2020,5,30,12,FL,-0.266,-0.121,-0.261,-0.456,-0.309,0.119,-0.143
2020,5,30,13,GA,-0.169,-0.0343,0.236,-0.384,-0.317,0.113,-0.131
2020,5,30,15,HI,-0.407,-0.194,-0.394,-0.624,-0.356,0.15,-0.18
2020,5,30,16,ID,-0.0186,0.13,.,0.0614,-0.246,0.0514,-0.0551
2020,5,30,17,IL,-0.277,-0.0286,0.539,-0.377,-0.361,0.131,-0.151
2020,5,30,18,IN,-0.07,0.0486,1.37,-0.0343,-0.274,0.0857,-0.0939
2020,5,30,19,IA,-0.119,0.154,1.48,-0.0457,-0.259,0.09,-0.101
2020,5,30,20,KS,-0.107,0.01,1.26,0.00857,-0.264,0.0771,-0.086
2020,5,30,21,KY,-0.124,0.0743,0.891,-0.133,-0.29,0.0871,-0.097
2020,5,30,22,LA,-0.154,0.01,0.0257,-0.243,-0.257,0.0886,-0.105
2020,5,30,23,ME,-0.159,0.0371,1.39,-0.239,-0.281,0.0871,-0.098
2020,5,30,24,MD,-0.28,-0.0986,0.813,-0.406,-0.403,0.164,-0.193
2020,5,30,25,MA,-0.319,-0.13,0.663,-0.567,-0.414,0.157,-0.183
2020,5,30,26,MI,-0.25,-0.0357,1.29,-0.286,-0.367,0.127,-0.143
2020,5,30,27,MN,-0.259,0.0214,1.23,-0.446,-0.357,0.126,-0.145
2020,5,30,28,MS,-0.03,0.0486,0.346,-0.0343,-0.233,0.0729,-0.0838
2020,5,30,29,MO,-0.0871,0.0486,0.797,-0.16,-0.264,0.08,-0.0892
2020,5,30,30,MT,-0.0271,0.164,1.29,-0.0243,-0.211,0.0386,-0.0406
2020,5,30,31,NE,-0.147,0.0257,1.03,-0.0286,-0.27,0.101,-0.119
2020,5,30,32,NV,-0.266,-0.0557,-0.253,-0.429,-0.397,0.13,-0.156
2020,5,30,33,NH,-0.119,-0.0114,1.18,-0.191,-0.324,0.119,-0.135
2020,5,30,34,NJ,-0.411,-0.1,0.9,-0.524,-0.414,0.171,-0.2
2020,5,30,35,NM,-0.206,0.0329,0.286,-0.187,-0.316,0.113,-0.134
2020,5,30,36,NY,-0.441,-0.0829,0.366,-0.554,-0.423,0.166,-0.193
2020,5,30,37,NC,-0.174,-0.0143,0.356,-0.287,-0.296,0.106,-0.123
2020,5,30,38,ND,-0.0671,0.0371,1.29,-0.09,-0.221,0.0657,-0.0729
2020,5,30,39,OH,-0.116,0.0186,1.38,-0.104,-0.297,0.0943,-0.104
2020,5,30,40,OK,-0.0286,0.0886,0.776,0.0114,-0.247,0.0671,-0.0754
2020,5,30,41,OR,-0.221,-0.0171,0.637,-0.283,-0.339,0.106,-0.125
2020,5,30,42,PA,-0.264,-0.0514,0.793,-0.419,-0.35,0.124,-0.142
2020,5,30,44,RI,-0.179,-0.07,1.46,-0.456,-0.343,0.126,-0.145
2020,5,30,45,SC,-0.0857,0.0271,0.291,-0.0329,-0.259,0.0886,-0.103
2020,5,30,46,SD,-0.0286,0.186,2.25,0.0886,-0.227,0.0686,-0.0766
2020,5,30,47,TN,-0.0714,0.0429,0.677,-0.16,-0.261,0.0757,-0.0839
2020,5,30,48,TX,-0.164,-0.0357,0.08,-0.3,-0.304,0.114,-0.134
2020,5,30,49,UT,-0.113,0.0929,1.35,-0.284,-0.324,0.0914,-0.103
2020,5,30,50,VT,-0.2,-0.0629,1.08,-0.333,-0.356,0.11,-0.122
2020,5,30,51,VA,-0.259,-0.0557,0.434,-0.38,-0.36,0.139,-0.163
2020,5,30,53,WA,-0.283,-0.0443,0.8,-0.41,-0.384,0.126,-0.149
2020,5,30,54,WV,-0.0414,0.07,0.673,0.00286,-0.253,0.0686,-0.0771
2020,5,30,55,WI,-0.143,0.0386,1.61,-0.117,-0.277,0.101,-0.112
2020,5,30,56,WY,-0.0129,0.14,1.23,0.16,-0.207,0.0486,-0.055
2020,5,31,1,AL,-0.0914,0.0314,0.373,-0.0371,-0.236,0.0829,-0.0943
2020,5,31,2,AK,0.0286,0.11,1.27,-0.221,-0.214,0.0614,-0.0674
2020,5,31,4,AZ,-0.209,-0.0643,-0.127,-0.296,-0.306,0.107,-0.128
2020,5,31,5,AR,-0.0486,0.0857,0.863,-0.0529,-0.223,0.0657,-0.0737
2020,5,31,6,CA,-0.409,-0.0914,-0.0943,-0.431,-0.359,0.15,-0.182
2020,5,31,8,CO,-0.206,-0.02,0.647,-0.35,-0.329,0.111,-0.131
2020,5,31,9,CT,-0.226,-0.0957,0.849,-0.341,-0.333,0.134,-0.154
2020,5,31,10,DE,-0.239,-0.0671,.,-0.303,-0.323,0.127,-0.148
2020,5,31,11,DC,-0.567,-0.241,-0.373,-0.686,-0.519,0.206,-0.24
2020,5,31,12,FL,-0.26,-0.119,-0.243,-0.447,-0.297,0.117,-0.14
2020,5,31,13,GA,-0.166,-0.0343,0.237,-0.38,-0.304,0.113,-0.131
2020,5,31,15,HI,-0.409,-0.197,-0.399,-0.623,-0.346,0.15,-0.18
2020,5,31,16,ID,-0.0171,0.123,.,0.0729,-0.231,0.0514,-0.0551
2020,5,31,17,IL,-0.277,-0.0471,0.534,-0.371,-0.349,0.131,-0.151
2020,5,31,18,IN,-0.0686,0.0386,1.31,-0.0214,-0.259,0.0871,-0.0968
2020,5,31,19,IA,-0.116,0.149,1.47,-0.03,-0.24,0.0886,-0.0979
2020,5,31,20,KS,-0.101,0.0114,1.26,0.0214,-0.249,0.0771,-0.086
2020,5,31,21,KY,-0.119,0.0729,0.893,-0.113,-0.276,0.0871,-0.097
2020,5,31,22,LA,-0.15,0.00714,0.03,-0.233,-0.249,0.0871,-0.102
2020,5,31,23,ME,-0.159,0.0343,1.3,-0.229,-0.269,0.0886,-0.101
2020,5,31,24,MD,-0.27,-0.0943,0.901,-0.391,-0.39,0.161,-0.188
2020,5,31,25,MA,-0.314,-0.126,0.687,-0.556,-0.401,0.157,-0.183
2020,5,31,26,MI,-0.249,-0.0471,1.19,-0.286,-0.35,0.129,-0.146
2020,5,31,27,MN,-0.259,0.0214,1.22,-0.437,-0.344,0.124,-0.142
2020,5,31,28,MS,-0.0271,0.0429,0.331,-0.0186,-0.223,0.0729,-0.0838
2020,5,31,29,MO,-0.0814,0.0457,0.809,-0.147,-0.25,0.0786,-0.0863
2020,5,31,30,MT,-0.0214,0.163,1.23,-0.01,-0.2,0.0371,-0.0377
2020,5,31,31,NE,-0.146,0.0257,1.06,-0.0157,-0.253,0.1,-0.116
2020,5,31,32,NV,-0.264,-0.0586,-0.277,-0.427,-0.386,0.131,-0.159
2020,5,31,33,NH,-0.119,-0.0143,1.08,-0.19,-0.311,0.12,-0.138
2020,5,31,34,NJ,-0.407,-0.0986,0.947,-0.516,-0.401,0.171,-0.2
2020,5,31,35,NM,-0.203,0.0286,0.253,-0.183,-0.304,0.114,-0.137
2020,5,31,36,NY,-0.441,-0.0886,0.346,-0.55,-0.411,0.167,-0.196
2020,5,31,37,NC,-0.169,-0.0114,0.37,-0.277,-0.283,0.104,-0.121
2020,5,31,38,ND,-0.06,0.04,1.36,-0.0657,-0.206,0.0614,-0.0642
2020,5,31,39,OH,-0.113,0.0114,1.32,-0.0943,-0.281,0.0957,-0.107
2020,5,31,40,OK,-0.0229,0.0871,0.767,0.0257,-0.233,0.0657,-0.0725
2020,5,31,41,OR,-0.223,-0.0214,0.576,-0.281,-0.327,0.107,-0.128
2020,5,31,42,PA,-0.26,-0.0571,0.744,-0.409,-0.336,0.126,-0.145
2020,5,31,44,RI,-0.174,-0.0686,1.45,-0.451,-0.331,0.127,-0.148
2020,5,31,45,SC,-0.0886,0.0229,0.264,-0.0214,-0.246,0.0886,-0.103
2020,5,31,46,SD,-0.0286,0.177,2.14,0.0971,-0.211,0.0671,-0.0737
2020,5,31,47,TN,-0.07,0.04,0.66,-0.153,-0.249,0.0757,-0.0839
2020,5,31,48,TX,-0.159,-0.0343,0.0814,-0.291,-0.293,0.114,-0.134
2020,5,31,49,UT,-0.117,0.0914,1.25,-0.284,-0.311,0.0929,-0.106
2020,5,31,50,VT,-0.206,-0.0743,0.933,-0.346,-0.343,0.114,-0.131
2020,5,31,51,VA,-0.25,-0.0514,0.483,-0.366,-0.346,0.136,-0.157
2020,5,31,53,WA,-0.287,-0.05,0.7,-0.414,-0.374,0.129,-0.155
2020,5,31,54,WV,-0.0314,0.0657,0.643,0.0286,-0.24,0.0671,-0.0742
2020,5,31,55,WI,-0.141,0.0343,1.49,-0.11,-0.259,0.101,-0.112
2020,5,31,56,WY,-0.00143,0.147,1.28,0.169,-0.193,0.0457,-0.0491
2020,6,1,1,AL,-0.0814,0.0414,0.416,-0.0214,-0.234,0.08,-0.0909
2020,6,1,2,AK,0.0414,0.129,1.3,-0.201,-0.206,0.0571,-0.0624
2020,6,1,4,AZ,-0.206,-0.0614,-0.141,-0.294,-0.303,0.106,-0.126
2020,6,1,5,AR,-0.0429,0.0914,0.887,-0.0429,-0.221,0.0643,-0.072
2020,6,1,6,CA,-0.406,-0.09,-0.0829,-0.426,-0.354,0.149,-0.18
2020,6,1,8,CO,-0.197,-0.0143,0.646,-0.339,-0.324,0.109,-0.128
2020,6,1,9,CT,-0.209,-0.0857,0.877,-0.327,-0.326,0.13,-0.149
2020,6,1,10,DE,-0.219,-0.0543,.,-0.29,-0.317,0.121,-0.141
2020,6,1,11,DC,-0.56,-0.24,-0.347,-0.679,-0.513,0.2,-0.233
2020,6,1,12,FL,-0.246,-0.106,-0.217,-0.436,-0.291,0.113,-0.135
2020,6,1,13,GA,-0.154,-0.0243,0.304,-0.377,-0.3,0.107,-0.124
2020,6,1,15,HI,-0.4,-0.19,-0.377,-0.616,-0.339,0.146,-0.175
2020,6,1,16,ID,-0.00286,0.134,.,0.0971,-0.227,0.0471,-0.05
2020,6,1,17,IL,-0.271,-0.0457,0.566,-0.367,-0.346,0.129,-0.147
2020,6,1,18,IN,-0.0557,0.0486,1.41,-0.00571,-0.254,0.0814,-0.0901
2020,6,1,19,IA,-0.106,0.161,1.57,-0.0143,-0.237,0.0843,-0.0928
2020,6,1,20,KS,-0.0914,0.02,1.3,0.0329,-0.244,0.0743,-0.0826
2020,6,1,21,KY,-0.0914,0.0914,1,-0.0943,-0.269,0.08,-0.0886
2020,6,1,22,LA,-0.143,0.0129,0.0286,-0.226,-0.246,0.0843,-0.0986
2020,6,1,23,ME,-0.146,0.0414,1.3,-0.211,-0.261,0.0857,-0.0975
2020,6,1,24,MD,-0.254,-0.0829,0.989,-0.377,-0.384,0.157,-0.183
2020,6,1,25,MA,-0.301,-0.117,0.72,-0.547,-0.394,0.153,-0.178
2020,6,1,26,MI,-0.223,-0.03,1.35,-0.259,-0.34,0.119,-0.134
2020,6,1,27,MN,-0.244,0.03,1.25,-0.437,-0.341,0.121,-0.138
2020,6,1,28,MS,-0.0157,0.0486,0.366,-0.00714,-0.219,0.0686,-0.0787
2020,6,1,29,MO,-0.0714,0.0557,0.891,-0.134,-0.246,0.0729,-0.0795
2020,6,1,30,MT,-0.00571,0.173,1.29,0.00571,-0.194,0.0329,-0.0326
2020,6,1,31,NE,-0.143,0.0271,1.08,-0.00571,-0.25,0.0986,-0.115
2020,6,1,32,NV,-0.254,-0.0514,-0.269,-0.419,-0.379,0.129,-0.156
2020,6,1,33,NH,-0.106,-0.00429,1.12,-0.176,-0.306,0.116,-0.133
2020,6,1,34,NJ,-0.4,-0.09,1.01,-0.506,-0.394,0.167,-0.195
2020,6,1,35,NM,-0.19,0.0329,0.249,-0.171,-0.299,0.111,-0.133
2020,6,1,36,NY,-0.431,-0.08,0.381,-0.543,-0.404,0.163,-0.191
2020,6,1,37,NC,-0.15,2.66E-10,0.459,-0.261,-0.274,0.0986,-0.114
2020,6,1,38,ND,-0.0514,0.0514,1.45,-0.05,-0.201,0.0571,-0.0591
2020,6,1,39,OH,-0.0871,0.0286,1.49,-0.0686,-0.276,0.0871,-0.0967
2020,6,1,40,OK,-0.0171,0.0943,0.77,0.0329,-0.229,0.0629,-0.0691
2020,6,1,41,OR,-0.201,-0.00429,0.684,-0.261,-0.321,0.101,-0.121
2020,6,1,42,PA,-0.253,-0.0529,0.771,-0.401,-0.331,0.121,-0.14
2020,6,1,44,RI,-0.15,-0.0529,1.53,-0.439,-0.324,0.121,-0.141
2020,6,1,45,SC,-0.0743,0.0343,0.32,-0.00286,-0.24,0.0829,-0.0963
2020,6,1,46,SD,-0.0157,0.191,2.21,0.116,-0.207,0.0643,-0.0703
2020,6,1,47,TN,-0.0571,0.0486,0.744,-0.146,-0.244,0.0714,-0.0788
2020,6,1,48,TX,-0.151,-0.03,0.0786,-0.286,-0.29,0.111,-0.13
2020,6,1,49,UT,-0.11,0.1,1.3,-0.28,-0.309,0.09,-0.102
2020,6,1,50,VT,-0.197,-0.0657,0.899,-0.337,-0.336,0.111,-0.127
2020,6,1,51,VA,-0.231,-0.0357,0.576,-0.353,-0.34,0.13,-0.15
2020,6,1,53,WA,-0.279,-0.0414,0.733,-0.406,-0.37,0.126,-0.152
2020,6,1,54,WV,-0.0114,0.0757,0.689,0.0486,-0.234,0.0629,-0.0691
2020,6,1,55,WI,-0.12,0.05,1.62,-0.0857,-0.25,0.0957,-0.106
2020,6,1,56,WY,0.0143,0.169,1.34,0.19,-0.187,0.0429,-0.0458
2020,6,2,1,AL,-0.07,0.0514,0.466,-0.0143,-0.23,0.0771,-0.0881
2020,6,2,2,AK,0.0471,0.136,1.31,-0.191,-0.203,0.0557,-0.061
2020,6,2,4,AZ,-0.204,-0.06,-0.156,-0.293,-0.301,0.106,-0.126
2020,6,2,5,AR,-0.0329,0.0943,0.97,-0.0257,-0.22,0.0614,-0.0692
2020,6,2,6,CA,-0.404,-0.0871,-0.09,-0.426,-0.353,0.15,-0.181
2020,6,2,8,CO,-0.191,-0.01,0.646,-0.336,-0.321,0.109,-0.128
2020,6,2,9,CT,-0.2,-0.0771,0.843,-0.326,-0.323,0.129,-0.148
2020,6,2,10,DE,-0.203,-0.0457,.,-0.286,-0.313,0.12,-0.139
2020,6,2,11,DC,-0.556,-0.241,-0.33,-0.674,-0.513,0.2,-0.233
2020,6,2,12,FL,-0.239,-0.1,-0.204,-0.431,-0.289,0.11,-0.132
2020,6,2,13,GA,-0.144,-0.0171,0.36,-0.377,-0.296,0.104,-0.121
2020,6,2,15,HI,-0.396,-0.189,-0.364,-0.613,-0.334,0.143,-0.172
2020,6,2,16,ID,0.00714,0.137,.,0.104,-0.223,0.0443,-0.0472
2020,6,2,17,IL,-0.267,-0.0429,0.577,-0.367,-0.343,0.127,-0.146
2020,6,2,18,IN,-0.0471,0.0557,1.47,0.00286,-0.253,0.08,-0.0887
2020,6,2,19,IA,-0.0971,0.169,1.69,0.00143,-0.233,0.08,-0.0886
2020,6,2,20,KS,-0.0814,0.0243,1.41,0.0457,-0.24,0.07,-0.0785
2020,6,2,21,KY,-0.0843,0.0971,1.04,-0.0871,-0.266,0.0786,-0.0872
2020,6,2,22,LA,-0.13,0.0229,0.0614,-0.214,-0.243,0.0814,-0.0958
2020,6,2,23,ME,-0.139,0.0429,1.29,-0.207,-0.257,0.0857,-0.0975
2020,6,2,24,MD,-0.246,-0.0757,0.977,-0.371,-0.381,0.156,-0.181
2020,6,2,25,MA,-0.299,-0.113,0.694,-0.543,-0.391,0.153,-0.178
2020,6,2,26,MI,-0.217,-0.0243,1.41,-0.253,-0.333,0.117,-0.133
2020,6,2,27,MN,-0.237,0.0329,1.27,-0.446,-0.337,0.12,-0.137
2020,6,2,28,MS,-0.00429,0.0557,0.409,0.00571,-0.214,0.0657,-0.0759
2020,6,2,29,MO,-0.0614,0.0629,0.97,-0.12,-0.241,0.07,-0.0767
2020,6,2,30,MT,0.00571,0.179,1.34,0.0214,-0.191,0.03,-0.0298
2020,6,2,31,NE,-0.13,0.0386,1.15,0.0171,-0.247,0.0943,-0.11
2020,6,2,32,NV,-0.246,-0.0457,-0.267,-0.414,-0.373,0.127,-0.155
2020,6,2,33,NH,-0.103,-0.00286,1.09,-0.171,-0.301,0.116,-0.133
2020,6,2,34,NJ,-0.399,-0.0843,0.974,-0.506,-0.391,0.167,-0.195
2020,6,2,35,NM,-0.174,0.04,0.254,-0.153,-0.294,0.11,-0.132
2020,6,2,36,NY,-0.431,-0.08,0.346,-0.543,-0.401,0.164,-0.192
2020,6,2,37,NC,-0.144,0.00571,0.5,-0.259,-0.271,0.0971,-0.112
2020,6,2,38,ND,-0.0429,0.0557,1.46,-0.0457,-0.197,0.0543,-0.0563
2020,6,2,39,OH,-0.0814,0.0343,1.52,-0.0614,-0.271,0.0843,-0.0939
2020,6,2,40,OK,-0.00857,0.101,0.821,0.0457,-0.224,0.06,-0.0663
2020,6,2,41,OR,-0.191,0.00286,0.703,-0.254,-0.319,0.1,-0.12
2020,6,2,42,PA,-0.244,-0.0457,0.767,-0.396,-0.329,0.12,-0.139
2020,6,2,44,RI,-0.141,-0.0443,1.48,-0.43,-0.32,0.12,-0.139
2020,6,2,45,SC,-0.0643,0.04,0.38,0.00143,-0.236,0.08,-0.0935
2020,6,2,46,SD,-0.00429,0.201,2.27,0.126,-0.203,0.0614,-0.0675
2020,6,2,47,TN,-0.0486,0.0529,0.797,-0.143,-0.24,0.0686,-0.076
2020,6,2,48,TX,-0.146,-0.0286,0.0929,-0.281,-0.289,0.11,-0.129
2020,6,2,49,UT,-0.106,0.106,1.32,-0.279,-0.306,0.0886,-0.101
2020,6,2,50,VT,-0.199,-0.07,0.824,-0.331,-0.331,0.111,-0.127
2020,6,2,51,VA,-0.224,-0.03,0.593,-0.347,-0.336,0.129,-0.149
2020,6,2,53,WA,-0.276,-0.0386,0.707,-0.404,-0.367,0.126,-0.152
2020,6,2,54,WV,-0.00429,0.08,0.694,0.0557,-0.23,0.0614,-0.0677
2020,6,2,55,WI,-0.116,0.0543,1.66,-0.0829,-0.247,0.0943,-0.104
2020,6,2,56,WY,0.0229,0.177,1.39,0.21,-0.184,0.0414,-0.0444
2020,6,3,1,AL,-0.0557,0.0643,0.509,-0.00429,-0.227,0.0729,-0.0833
2020,6,3,2,AK,0.0557,0.143,1.26,-0.18,-0.201,0.0543,-0.0594
2020,6,3,4,AZ,-0.203,-0.0543,-0.171,-0.293,-0.3,0.106,-0.126
2020,6,3,5,AR,-0.0229,0.101,1.01,-0.0171,-0.219,0.06,-0.0676
2020,6,3,6,CA,-0.4,-0.08,-0.0914,-0.424,-0.351,0.149,-0.18
2020,6,3,8,CO,-0.183,-0.00286,0.661,-0.331,-0.32,0.106,-0.125
2020,6,3,9,CT,-0.193,-0.0671,0.8,-0.323,-0.32,0.129,-0.148
2020,6,3,10,DE,-0.19,-0.04,.,-0.287,-0.31,0.119,-0.138
2020,6,3,11,DC,-0.547,-0.233,-0.314,-0.669,-0.51,0.197,-0.23
2020,6,3,12,FL,-0.236,-0.1,-0.219,-0.431,-0.287,0.11,-0.132
2020,6,3,13,GA,-0.131,-0.00571,0.434,-0.376,-0.293,0.1,-0.116
2020,6,3,15,HI,-0.391,-0.183,-0.351,-0.611,-0.331,0.14,-0.169
2020,6,3,16,ID,0.0143,0.141,.,0.114,-0.221,0.0429,-0.0456
2020,6,3,17,IL,-0.259,-0.0386,0.583,-0.366,-0.34,0.124,-0.143
2020,6,3,18,IN,-0.0414,0.0643,1.49,0.00714,-0.25,0.0771,-0.0855
2020,6,3,19,IA,-0.09,0.177,1.73,0.0143,-0.231,0.0771,-0.0854
2020,6,3,20,KS,-0.0729,0.0343,1.43,0.0514,-0.239,0.0671,-0.0753
2020,6,3,21,KY,-0.0757,0.109,1.1,-0.0829,-0.263,0.0757,-0.084
2020,6,3,22,LA,-0.124,0.03,0.0529,-0.21,-0.243,0.08,-0.0942
2020,6,3,23,ME,-0.131,0.0471,1.21,-0.206,-0.254,0.0843,-0.0959
2020,6,3,24,MD,-0.239,-0.07,0.979,-0.369,-0.379,0.154,-0.18
2020,6,3,25,MA,-0.297,-0.109,0.664,-0.54,-0.389,0.153,-0.178
2020,6,3,26,MI,-0.206,-0.0129,1.45,-0.244,-0.327,0.113,-0.128
2020,6,3,27,MN,-0.224,0.0429,1.29,-0.446,-0.334,0.117,-0.134
2020,6,3,28,MS,0.00714,0.0686,0.423,0.0114,-0.211,0.0629,-0.0727
2020,6,3,29,MO,-0.0514,0.0743,1.03,-0.11,-0.239,0.0671,-0.0735
2020,6,3,30,MT,0.0143,0.187,1.34,0.0314,-0.19,0.0286,-0.0283
