year,month,day,statefips,State,case_rate,new_case_rate
2020,3,28,22,LA,71.3,7.84
2020,3,28,23,ME,15.7,1.5
2020,3,28,24,MD,17.6,2.06
2020,3,28,25,MA,61.8,7.74
2020,3,28,26,MI,46.4,5.5
2020,3,28,27,MN,7.84,0.77
2020,3,28,28,MS,22.5,2.54
2020,3,28,29,MO,13.6,1.73
2020,3,28,30,MT,13.8,1.58
2020,3,28,31,NE,6.31,0.45
2020,3,28,32,NV,24,2.66
2020,3,28,33,NH,15.7,1.57
2020,3,28,34,NJ,125,15.7
2020,3,28,35,NM,10,1.04
2020,3,28,36,NY,275,31.7
2020,3,28,37,NC,9.27,1.07
2020,3,28,38,ND,12.2,1.22
2020,3,28,39,OH,12,1.42
2020,3,28,40,OK,9.53,1.17
2020,3,28,41,OR,11.4,1.16
2020,3,28,42,PA,22,2.71
2020,3,28,44,RI,22.6,2.33
2020,3,28,45,SC,12.8,1.36
2020,3,28,46,SD,7.69,0.872
2020,3,28,47,TN,20,2.2
2020,3,28,48,TX,8.21,0.904
2020,3,28,49,UT,19,2.09
2020,3,28,50,VT,33.8,3.71
2020,3,28,51,VA,8.66,0.982
2020,3,28,53,WA,56.6,4.98
2020,3,28,54,WV,6.31,0.805
2020,3,28,55,WI,17.9,1.87
2020,3,28,56,WY,14.7,1.51
2020,3,29,1,AL,16.9,1.96
2020,3,29,2,AK,15.6,1.8
2020,3,29,4,AZ,12.8,1.52
2020,3,29,5,AR,14.9,1.34
2020,3,29,6,CA,16,1.62
2020,3,29,8,CO,40.2,4.28
2020,3,29,9,CT,55.9,6.68
2020,3,29,10,DE,23.8,2.58
2020,3,29,11,DC,48.5,4.94
2020,3,29,12,FL,23,2.62
2020,3,29,13,GA,25.3,2.78
2020,3,29,15,HI,12.4,1.2
2020,3,29,16,ID,17.3,2.1
2020,3,29,17,IL,36.4,4.02
2020,3,29,18,IN,22.6,2.8
2020,3,29,19,IA,10.6,1.11
2020,3,29,20,KS,11.4,1.31
2020,3,29,21,KY,9.83,1.07
2020,3,29,22,LA,76.1,8.3
2020,3,29,23,ME,18.8,1.74
2020,3,29,24,MD,20.6,2.36
2020,3,29,25,MA,71.9,8.93
2020,3,29,26,MI,54.9,6.37
2020,3,29,27,MN,8.94,0.844
2020,3,29,28,MS,25.5,2.65
2020,3,29,29,MO,14.7,1.8
2020,3,29,30,MT,15.1,1.7
2020,3,29,31,NE,7.13,0.561
2020,3,29,32,NV,29.9,3.39
2020,3,29,33,NH,19,1.89
2020,3,29,34,NJ,151,18.5
2020,3,29,35,NM,11.3,1.17
2020,3,29,36,NY,307,32.7
2020,3,29,37,NC,11.1,1.22
2020,3,29,38,ND,12.7,1.26
2020,3,29,39,OH,14.2,1.61
2020,3,29,40,OK,10.8,1.31
2020,3,29,41,OR,13,1.31
2020,3,29,42,PA,26.9,3.28
2020,3,29,44,RI,27.8,2.85
2020,3,29,45,SC,15.1,1.61
2020,3,29,46,SD,10.2,1.11
2020,3,29,47,TN,23,2.4
2020,3,29,48,TX,9.39,1.03
2020,3,29,49,UT,22.4,2.39
2020,3,29,50,VT,37.7,4.19
2020,3,29,51,VA,10.4,1.12
2020,3,29,53,WA,64.3,5.73
2020,3,29,54,WV,6.92,0.861
2020,3,29,55,WI,19.2,1.81
2020,3,29,56,WY,15.2,1.53
2020,3,30,1,AL,19.3,2.19
2020,3,30,2,AK,16.4,1.64
2020,3,30,4,AZ,16.1,1.84
2020,3,30,5,AR,16.8,1.45
2020,3,30,6,CA,18.8,1.87
2020,3,30,8,CO,45.6,4.73
2020,3,30,9,CT,72.1,8.64
2020,3,30,10,DE,27.1,2.6
2020,3,30,11,DC,56.8,5.77
2020,3,30,12,FL,26.5,2.98
2020,3,30,13,GA,28.6,3
2020,3,30,15,HI,14.4,1.28
2020,3,30,16,ID,23.2,2.92
2020,3,30,17,IL,40,4.27
2020,3,30,18,IN,26.7,3.25
2020,3,30,19,IA,13.4,1.44
2020,3,30,20,KS,12.8,1.43
2020,3,30,21,KY,10.7,1.14
2020,3,30,22,LA,86.6,8.76
2020,3,30,23,ME,20.5,1.79
2020,3,30,24,MD,23.4,2.66
2020,3,30,25,MA,83.5,10.3
2020,3,30,26,MI,65.2,7.42
2020,3,30,27,MN,10.2,0.864
2020,3,30,28,MS,28.5,2.88
2020,3,30,29,MO,17.1,2.02
2020,3,30,30,MT,16.6,1.76
2020,3,30,31,NE,9.56,0.827
2020,3,30,32,NV,33.9,3.61
2020,3,30,33,NH,23.1,2.24
2020,3,30,34,NJ,187,22.2
2020,3,30,35,NM,13.4,1.36
2020,3,30,36,NY,347,34.2
2020,3,30,37,NC,12.4,1.36
2020,3,30,38,ND,14.3,1.44
2020,3,30,39,OH,16.5,1.82
2020,3,30,40,OK,12.2,1.44
2020,3,30,41,OR,14.4,1.41
2020,3,30,42,PA,32.5,3.92
2020,3,30,44,RI,38.5,4.07
2020,3,30,45,SC,18,1.74
2020,3,30,46,SD,11.3,1.16
2020,3,30,47,TN,25.2,2.51
2020,3,30,48,TX,10.6,1.15
2020,3,30,49,UT,25.1,2.45
2020,3,30,50,VT,41,4.14
2020,3,30,51,VA,12,1.28
2020,3,30,53,WA,68,5.78
2020,3,30,54,WV,8.09,1.03
2020,3,30,55,WI,21.8,2.09
2020,3,30,56,WY,16.6,1.68
2020,3,31,1,AL,20.4,2.21
2020,3,31,2,AK,18.2,1.78
2020,3,31,4,AZ,17.8,1.91
2020,3,31,5,AR,18.7,1.58
2020,3,31,6,CA,21.7,2.15
2020,3,31,8,CO,51.9,5.15
2020,3,31,9,CT,87.7,10.1
2020,3,31,10,DE,32.8,3.15
2020,3,31,11,DC,70.1,7.25
2020,3,31,12,FL,31.4,3.51
2020,3,31,13,GA,38.8,4.06
2020,3,31,15,HI,15.8,1.35
2020,3,31,16,ID,29.4,3.62
2020,3,31,17,IL,47.3,5.02
2020,3,31,18,IN,32.3,3.83
2020,3,31,19,IA,15.8,1.69
2020,3,31,20,KS,14.9,1.63
2020,3,31,21,KY,13.2,1.38
2020,3,31,22,LA,113,11.8
2020,3,31,23,ME,22.5,1.97
2020,3,31,24,MD,27.5,3.1
2020,3,31,25,MA,96,11.3
2020,3,31,26,MI,76.4,8.35
2020,3,31,27,MN,11.2,0.925
2020,3,31,28,MS,31.5,2.96
2020,3,31,29,MO,22,2.55
2020,3,31,30,MT,18.5,1.96
2020,3,31,31,NE,10.3,0.901
2020,3,31,32,NV,36.1,3.7
2020,3,31,33,NH,27,2.72
2020,3,31,34,NJ,210,24.2
2020,3,31,35,NM,15,1.46
2020,3,31,36,NY,392,37.1
2020,3,31,37,NC,14.6,1.54
2020,3,31,38,ND,16.5,1.67
2020,3,31,39,OH,18.8,2
2020,3,31,40,OK,14.3,1.66
2020,3,31,41,OR,16.4,1.63
2020,3,31,42,PA,39,4.63
2020,3,31,44,RI,46.1,4.91
2020,3,31,45,SC,21,2.06
2020,3,31,46,SD,12.1,1.24
2020,3,31,47,TN,30,2.87
2020,3,31,48,TX,12.4,1.35
2020,3,31,49,UT,27.7,2.62
2020,3,31,50,VT,47,4.53
2020,3,31,51,VA,14.6,1.6
2020,3,31,53,WA,69.5,5.3
2020,3,31,54,WV,9.04,0.98
2020,3,31,55,WI,23.2,2.13
2020,3,31,56,WY,20.9,2.07
2020,4,1,1,AL,22.6,2.1
2020,4,1,2,AK,19.5,1.64
2020,4,1,4,AZ,19.4,1.98
2020,4,1,5,AR,20.7,1.5
2020,4,1,6,CA,24.9,2.41
2020,4,1,8,CO,58.1,5.61
2020,4,1,9,CT,99.8,10.7
2020,4,1,10,DE,37.8,3.65
2020,4,1,11,DC,83,8.16
2020,4,1,12,FL,36.2,3.86
2020,4,1,13,GA,44.7,4.52
2020,4,1,15,HI,18.2,1.64
2020,4,1,16,ID,37.4,4.36
2020,4,1,17,IL,55.1,5.75
2020,4,1,18,IN,38.3,4.44
2020,4,1,19,IA,17.4,1.82
2020,4,1,20,KS,16.8,1.74
2020,4,1,21,KY,15.1,1.52
2020,4,1,22,LA,138,14.2
2020,4,1,23,ME,25.6,2.15
2020,4,1,24,MD,32.8,3.69
2020,4,1,25,MA,112,12.2
2020,4,1,26,MI,93,10
2020,4,1,27,MN,12.2,1.01
2020,4,1,28,MS,36.1,3.35
2020,4,1,29,MO,25.7,2.78
2020,4,1,30,MT,20.5,2.06
2020,4,1,31,NE,12.9,1.22
2020,4,1,32,NV,41.5,4.05
2020,4,1,33,NH,30.5,2.92
2020,4,1,34,NJ,251,28.7
2020,4,1,35,NM,17.3,1.7
2020,4,1,36,NY,434,37.6
2020,4,1,37,NC,15.2,1.4
2020,4,1,38,ND,19.3,1.91
2020,4,1,39,OH,21.8,2.25
2020,4,1,40,OK,18.2,2
2020,4,1,41,OR,17.5,1.6
2020,4,1,42,PA,45.3,5.19
2020,4,1,44,RI,53.4,5.85
2020,4,1,45,SC,25.1,2.41
2020,4,1,46,SD,14.6,1.42
2020,4,1,47,TN,39.4,3.94
2020,4,1,48,TX,15.2,1.61
2020,4,1,49,UT,31.6,2.97
2020,4,1,50,VT,51.4,4.53
2020,4,1,51,VA,17.7,1.88
2020,4,1,53,WA,73.4,5.64
2020,4,1,54,WV,10.7,1.12
2020,4,1,55,WI,26.7,2.28
2020,4,1,56,WY,23.8,2.2
2020,4,2,1,AL,25.9,2.13
2020,4,2,2,AK,20,1.5
2020,4,2,4,AZ,22,2.14
2020,4,2,5,AR,22.6,1.58
2020,4,2,6,CA,28.3,2.58
2020,4,2,8,CO,64.7,5.7
2020,4,2,9,CT,107,11.3
2020,4,2,10,DE,40.4,3.67
2020,4,2,11,DC,92.5,8.54
2020,4,2,12,FL,41.9,4.34
2020,4,2,13,GA,51.3,5.12
2020,4,2,15,HI,20,1.79
2020,4,2,16,ID,49.9,5.61
2020,4,2,17,IL,60.7,5.81
2020,4,2,18,IN,45.4,5.08
2020,4,2,19,IA,19.5,1.97
2020,4,2,20,KS,19,1.87
2020,4,2,21,KY,16.7,1.6
2020,4,2,22,LA,197,21
2020,4,2,23,ME,28,2.35
2020,4,2,24,MD,38.6,4.14
2020,4,2,25,MA,130,13.6
2020,4,2,26,MI,108,11.3
2020,4,2,27,MN,13.2,1
2020,4,2,28,MS,39.5,3.32
2020,4,2,29,MO,29.9,3.09
2020,4,2,30,MT,22.5,2.02
2020,4,2,31,NE,14.1,1.34
2020,4,2,32,NV,47.3,4.28
2020,4,2,33,NH,35.2,3.37
2020,4,2,34,NJ,288,30.1
2020,4,2,35,NM,19.2,1.82
2020,4,2,36,NY,480,39.9
2020,4,2,37,NC,17.7,1.66
2020,4,2,38,ND,20.9,1.89
2020,4,2,39,OH,24.8,2.49
2020,4,2,40,OK,22.2,2.28
2020,4,2,41,OR,19.6,1.73
2020,4,2,42,PA,54.8,5.95
2020,4,2,44,RI,62,6.63
2020,4,2,45,SC,30.2,3.05
2020,4,2,46,SD,18.7,1.92
2020,4,2,47,TN,42,3.95
2020,4,2,48,TX,17.1,1.68
2020,4,2,49,UT,33.6,3.01
2020,4,2,50,VT,54.2,4.12
2020,4,2,51,VA,20,1.85
2020,4,2,53,WA,86.5,6.34
2020,4,2,54,WV,12.1,1.12
2020,4,2,55,WI,29.7,2.39
2020,4,2,56,WY,26.6,2.42
2020,4,3,1,AL,31.3,2.61
2020,4,3,2,AK,21.3,1.39
2020,4,3,4,AZ,24.3,2.17
2020,4,3,5,AR,24.5,1.67
2020,4,3,6,CA,31.8,2.77
2020,4,3,8,CO,72.6,6.07
2020,4,3,9,CT,138,14.5
2020,4,3,10,DE,46.2,4.18
2020,4,3,11,DC,107,9.92
2020,4,3,12,FL,47.8,4.7
2020,4,3,13,GA,56.2,5.07
2020,4,3,15,HI,22.4,1.99
2020,4,3,16,ID,56.6,6.24
2020,4,3,17,IL,70.3,6.62
2020,4,3,18,IN,51.3,5.23
2020,4,3,19,IA,22.2,2.1
2020,4,3,20,KS,21.5,2.02
2020,4,3,21,KY,17.1,1.47
2020,4,3,22,LA,222,23.2
2020,4,3,23,ME,32.1,2.81
2020,4,3,24,MD,45.6,4.65
2020,4,3,25,MA,151,14.8
2020,4,3,26,MI,127,12.9
2020,4,3,27,MN,14,0.99
2020,4,3,28,MS,45.6,3.74
2020,4,3,29,MO,34.4,3.36
2020,4,3,30,MT,24.5,1.88
2020,4,3,31,NE,15.4,1.44
2020,4,3,32,NV,50.3,4.3
2020,4,3,33,NH,39.7,3.71
2020,4,3,34,NJ,337,33.9
2020,4,3,35,NM,23.6,2.07
2020,4,3,36,NY,533,43.3
2020,4,3,37,NC,20,1.78
2020,4,3,38,ND,22.7,1.97
2020,4,3,39,OH,28.3,2.65
2020,4,3,40,OK,25,2.41
2020,4,3,41,OR,21.3,1.64
2020,4,3,42,PA,65.8,6.92
2020,4,3,44,RI,67.1,6.85
2020,4,3,45,SC,33,3.21
2020,4,3,46,SD,21.1,2.08
2020,4,3,47,TN,44.4,3.87
2020,4,3,48,TX,19.9,1.87
2020,4,3,49,UT,38.9,3.42
2020,4,3,50,VT,62.3,4.69
2020,4,3,51,VA,23.6,2.35
2020,4,3,53,WA,91.5,6
2020,4,3,54,WV,13.5,1.16
2020,4,3,55,WI,32.9,2.42
2020,4,3,56,WY,28.9,2.3
2020,4,4,1,AL,33.3,2.66
2020,4,4,2,AK,23.1,1.31
2020,4,4,4,AZ,27.7,2.45
2020,4,4,5,AR,24.6,1.58
2020,4,4,6,CA,34.9,2.98
2020,4,4,8,CO,79.4,6.23
2020,4,4,9,CT,148,15
2020,4,4,10,DE,60.9,5.56
2020,4,4,11,DC,128,12.1
2020,4,4,12,FL,53.7,4.99
2020,4,4,13,GA,60.1,5.3
2020,4,4,15,HI,24.6,2
2020,4,4,16,ID,60.2,6.51
2020,4,4,17,IL,81.7,7.68
2020,4,4,18,IN,59,5.81
2020,4,4,19,IA,24.9,2.21
2020,4,4,20,KS,24.1,2.11
2020,4,4,21,KY,20.3,1.65
2020,4,4,22,LA,269,28.2
2020,4,4,23,ME,33.9,2.6
2020,4,4,24,MD,51.7,4.87
2020,4,4,25,MA,170,15.5
2020,4,4,26,MI,142,13.7
2020,4,4,27,MN,15.3,1.07
2020,4,4,28,MS,48.9,3.77
2020,4,4,29,MO,37.3,3.38
2020,4,4,30,MT,26.3,1.79
2020,4,4,31,NE,17.5,1.6
2020,4,4,32,NV,57.1,4.73
2020,4,4,33,NH,45.7,4.28
2020,4,4,34,NJ,384,37
2020,4,4,35,NM,25.9,2.28
2020,4,4,36,NY,596,45.9
2020,4,4,37,NC,22.9,1.95
2020,4,4,38,ND,24.4,1.74
2020,4,4,39,OH,32,2.85
2020,4,4,40,OK,29.3,2.82
2020,4,4,41,OR,23.7,1.76
2020,4,4,42,PA,79,8.14
2020,4,4,44,RI,76.1,7.65
2020,4,4,45,SC,37.2,3.48
2020,4,4,46,SD,24,2.33
2020,4,4,47,TN,47.8,3.98
2020,4,4,48,TX,22.6,2.06
2020,4,4,49,UT,44.5,3.64
2020,4,4,50,VT,73.9,5.72
2020,4,4,51,VA,28.2,2.79
2020,4,4,53,WA,98.5,5.98
2020,4,4,54,WV,15.7,1.35
2020,4,4,55,WI,36.3,2.63
2020,4,4,56,WY,32.7,2.57
2020,4,5,1,AL,37.5,2.94
2020,4,5,2,AK,25,1.35
2020,4,5,4,AZ,31.2,2.63
2020,4,5,5,AR,28.3,1.91
2020,4,5,6,CA,38.5,3.21
2020,4,5,8,CO,86,6.54
2020,4,5,9,CT,159,14.8
2020,4,5,10,DE,69.1,6.47
2020,4,5,11,DC,141,13.3
2020,4,5,12,FL,57.5,4.92
2020,4,5,13,GA,63.5,5.46
2020,4,5,15,HI,26.1,1.96
2020,4,5,16,ID,61.6,6.32
2020,4,5,17,IL,89,7.51
2020,4,5,18,IN,65.9,6.19
2020,4,5,19,IA,27.5,2.41
2020,4,5,20,KS,26.4,2.14
2020,4,5,21,KY,23.5,1.95
2020,4,5,22,LA,280,29.1
2020,4,5,23,ME,35,2.31
2020,4,5,24,MD,59.7,5.59
2020,4,5,25,MA,181,15.6
2020,4,5,26,MI,157,14.5
2020,4,5,27,MN,16.6,1.09
2020,4,5,28,MS,55,4.22
2020,4,5,29,MO,38.6,3.41
2020,4,5,30,MT,27.9,1.83
2020,4,5,31,NE,19.5,1.77
2020,4,5,32,NV,61,4.45
2020,4,5,33,NH,49.2,4.32
2020,4,5,34,NJ,422,38.8
2020,4,5,35,NM,29.8,2.64
2020,4,5,36,NY,638,47.2
2020,4,5,37,NC,24.6,1.93
2020,4,5,38,ND,27.2,2.06
2020,4,5,39,OH,34.6,2.91
2020,4,5,40,OK,31.6,2.97
2020,4,5,41,OR,25.3,1.76
2020,4,5,42,PA,90.5,9.09
2020,4,5,44,RI,87,8.47
2020,4,5,45,SC,39.8,3.53
2020,4,5,46,SD,27.1,2.42
2020,4,5,47,TN,51.8,4.12
2020,4,5,48,TX,24.5,2.17
2020,4,5,49,UT,50.5,4.01
2020,4,5,50,VT,82.1,6.34
2020,4,5,51,VA,30.9,2.92
2020,4,5,53,WA,105,5.79
2020,4,5,54,WV,18.1,1.6
2020,4,5,55,WI,38.9,2.81
2020,4,5,56,WY,34.6,2.76
2020,4,6,1,AL,40.9,3.08
2020,4,6,2,AK,25.8,1.35
2020,4,6,4,AZ,33.9,2.55
2020,4,6,5,AR,30.7,1.98
2020,4,6,6,CA,41.4,3.23
2020,4,6,8,CO,89.8,6.31
2020,4,6,9,CT,194,17.4
2020,4,6,10,DE,80.4,7.61
2020,4,6,11,DC,155,14.1
2020,4,6,12,FL,63.4,5.27
2020,4,6,13,GA,71.2,6.09
2020,4,6,15,HI,27.2,1.83
2020,4,6,16,ID,65.5,6.04
2020,4,6,17,IL,96.8,8.11
2020,4,6,18,IN,74.1,6.77
2020,4,6,19,IA,30,2.36
2020,4,6,20,KS,29.3,2.35
2020,4,6,21,KY,23.7,1.85
2020,4,6,22,LA,320,33.3
2020,4,6,23,ME,37.1,2.38
2020,4,6,24,MD,66.9,6.21
2020,4,6,25,MA,201,16.8
2020,4,6,26,MI,172,15.2
2020,4,6,27,MN,17.5,1.04
2020,4,6,28,MS,58.4,4.27
2020,4,6,29,MO,44.4,3.89
2020,4,6,30,MT,29.8,1.9
2020,4,6,31,NE,22.6,1.87
2020,4,6,32,NV,64,4.3
2020,4,6,33,NH,52.6,4.21
2020,4,6,34,NJ,463,39.3
2020,4,6,35,NM,32.7,2.75
2020,4,6,36,NY,686,48.4
2020,4,6,37,NC,27.4,2.13
2020,4,6,38,ND,29.5,2.17
2020,4,6,39,OH,38.1,3.08
2020,4,6,40,OK,33.5,3.05
2020,4,6,41,OR,26.8,1.78
2020,4,6,42,PA,102,9.95
2020,4,6,44,RI,102,9.09
2020,4,6,45,SC,43.4,3.63
2020,4,6,46,SD,32.6,3.04
2020,4,6,47,TN,55,4.25
2020,4,6,48,TX,28.1,2.51
2020,4,6,49,UT,51.8,3.81
2020,4,6,50,VT,87,6.57
2020,4,6,51,VA,33.7,3.11
2020,4,6,53,WA,110,6.01
2020,4,6,54,WV,19.4,1.61
2020,4,6,55,WI,41.9,2.87
2020,4,6,56,WY,36.8,2.89
2020,4,7,1,AL,44.8,3.49
2020,4,7,2,AK,28.8,1.52
2020,4,7,4,AZ,35.4,2.51
2020,4,7,5,AR,33,2.05
2020,4,7,6,CA,44.4,3.24
2020,4,7,8,CO,94.3,6.05
2020,4,7,9,CT,218,18.6
2020,4,7,10,DE,95.3,8.93
2020,4,7,11,DC,172,14.5
2020,4,7,12,FL,68.6,5.32
2020,4,7,13,GA,86.2,6.78
2020,4,7,15,HI,28.8,1.86
2020,4,7,16,ID,67.7,5.47
2020,4,7,17,IL,107,8.52
2020,4,7,18,IN,82.4,7.14
2020,4,7,19,IA,33.2,2.49
2020,4,7,20,KS,31.1,2.3
2020,4,7,21,KY,28.9,2.24
2020,4,7,22,LA,350,33.9
2020,4,7,23,ME,38.6,2.3
2020,4,7,24,MD,72.3,6.4
2020,4,7,25,MA,221,17.8
2020,4,7,26,MI,189,16.1
2020,4,7,27,MN,19,1.11
2020,4,7,28,MS,64.3,4.69
2020,4,7,29,MO,49.5,3.93
2020,4,7,30,MT,29.8,1.62
2020,4,7,31,NE,25.4,2.16
2020,4,7,32,NV,68.2,4.58
2020,4,7,33,NH,54.9,3.99
2020,4,7,34,NJ,500,41.4
2020,4,7,35,NM,37.9,3.26
2020,4,7,36,NY,728,48.1
2020,4,7,37,NC,30.7,2.31
2020,4,7,38,ND,31.1,2.08
2020,4,7,39,OH,40.9,3.16
2020,4,7,40,OK,37.1,3.26
2020,4,7,41,OR,28,1.66
2020,4,7,42,PA,114,10.7
2020,4,7,44,RI,116,9.99
2020,4,7,45,SC,46.9,3.7
2020,4,7,46,SD,36.2,3.44
2020,4,7,47,TN,58.7,4.1
2020,4,7,48,TX,30.9,2.65
2020,4,7,49,UT,54.2,3.79
2020,4,7,50,VT,92.1,6.46
2020,4,7,51,VA,39,3.49
2020,4,7,53,WA,114,6.36
2020,4,7,54,WV,23,2
2020,4,7,55,WI,44.3,3.01
2020,4,7,56,WY,38.2,2.47
2020,4,8,1,AL,50.9,4.05
2020,4,8,2,AK,30.6,1.58
2020,4,8,4,AZ,37.5,2.58
2020,4,8,5,AR,35.7,2.14
2020,4,8,6,CA,48.2,3.32
2020,4,8,8,CO,98.2,5.73
2020,4,8,9,CT,246,20.9
2020,4,8,10,DE,115,11
2020,4,8,11,DC,204,17.3
2020,4,8,12,FL,73.1,5.27
2020,4,8,13,GA,96.1,7.34
2020,4,8,15,HI,30.6,1.77
2020,4,8,16,ID,68.9,4.5
2020,4,8,17,IL,119,9.13
2020,4,8,18,IN,88.9,7.23
2020,4,8,19,IA,36.3,2.7
2020,4,8,20,KS,36.2,2.78
2020,4,8,21,KY,31.2,2.3
2020,4,8,22,LA,366,32.6
2020,4,8,23,ME,39.9,2.05
2020,4,8,24,MD,91.5,8.37
2020,4,8,25,MA,244,18.8
2020,4,8,26,MI,202,15.6
2020,4,8,27,MN,20.5,1.18
2020,4,8,28,MS,67.3,4.46
2020,4,8,29,MO,54.2,4.07
2020,4,8,30,MT,31.1,1.51
2020,4,8,31,NE,27.8,2.13
2020,4,8,32,NV,75.3,4.82
2020,4,8,33,NH,58,3.92
2020,4,8,34,NJ,534,40.5
2020,4,8,35,NM,41.3,3.42
2020,4,8,36,NY,778,49.1
2020,4,8,37,NC,32.6,2.5
2020,4,8,38,ND,32.9,1.95
2020,4,8,39,OH,44,3.18
2020,4,8,40,OK,38.5,2.9
2020,4,8,41,OR,29.4,1.7
2020,4,8,42,PA,128,11.8
2020,4,8,44,RI,137,11.9
2020,4,8,45,SC,49.6,3.49
2020,4,8,46,SD,44.4,4.26
2020,4,8,47,TN,62.2,3.26
2020,4,8,48,TX,34.1,2.71
2020,4,8,49,UT,58,3.78
2020,4,8,50,VT,97,6.5
2020,4,8,51,VA,42.7,3.57
2020,4,8,53,WA,119,6.58
2020,4,8,54,WV,27,2.33
2020,4,8,55,WI,47.3,2.95
2020,4,8,56,WY,39.7,2.27
2020,4,9,1,AL,57.9,4.57
2020,4,9,2,AK,31.9,1.7
2020,4,9,4,AZ,41.5,2.78
2020,4,9,5,AR,38,2.19
2020,4,9,6,CA,51.1,3.25
2020,4,9,8,CO,108,6.14
2020,4,9,9,CT,274,23.9
2020,4,9,10,DE,124,12
2020,4,9,11,DC,216,17.6
2020,4,9,12,FL,78.3,5.2
2020,4,9,13,GA,103,7.32
2020,4,9,15,HI,31.1,1.58
2020,4,9,16,ID,76.4,3.8
2020,4,9,17,IL,130,9.84
2020,4,9,18,IN,95.1,7.1
2020,4,9,19,IA,40.3,2.97
2020,4,9,20,KS,38.3,2.76
2020,4,9,21,KY,34.1,2.49
2020,4,9,22,LA,393,28.1
2020,4,9,23,ME,41.7,1.96
2020,4,9,24,MD,102,9.11
2020,4,9,25,MA,275,20.7
2020,4,9,26,MI,214,15.1
2020,4,9,27,MN,22,1.27
2020,4,9,28,MS,75.9,5.2
2020,4,9,29,MO,57.7,3.97
2020,4,9,30,MT,33.1,1.51
2020,4,9,31,NE,30.7,2.37
2020,4,9,32,NV,79.7,4.63
2020,4,9,33,NH,60.2,3.57
2020,4,9,34,NJ,574,40.9
2020,4,9,35,NM,47.2,3.99
2020,4,9,36,NY,833,50.4
2020,4,9,37,NC,34.8,2.44
2020,4,9,38,ND,35.3,2.06
2020,4,9,39,OH,47.2,3.19
2020,4,9,40,OK,42.5,2.9
2020,4,9,41,OR,31.3,1.67
2020,4,9,42,PA,144,12.7
2020,4,9,44,RI,163,14.4
2020,4,9,45,SC,54.2,3.43
2020,4,9,46,SD,50.5,4.55
2020,4,9,47,TN,65.2,3.32
2020,4,9,48,TX,39.2,3.16
2020,4,9,49,UT,61.8,4.02
2020,4,9,50,VT,101,6.64
2020,4,9,51,VA,47.3,3.91
2020,4,9,53,WA,126,5.67
2020,4,9,54,WV,29.2,2.45
2020,4,9,55,WI,49.5,2.83
2020,4,9,56,WY,52.4,3.68
2020,4,10,1,AL,61.3,4.29
2020,4,10,2,AK,33.4,1.72
2020,4,10,4,AZ,42.8,2.64
2020,4,10,5,AR,39.8,2.2
2020,4,10,6,CA,54.1,3.18
2020,4,10,8,CO,113,5.78
2020,4,10,9,CT,296,22.5
2020,4,10,10,DE,136,12.9
2020,4,10,11,DC,235,18.3
2020,4,10,12,FL,83.6,5.12
2020,4,10,13,GA,112,7.93
2020,4,10,15,HI,32.7,1.47
2020,4,10,16,ID,79.7,3.3
2020,4,10,17,IL,141,10.1
2020,4,10,18,IN,103,7.44
2020,4,10,19,IA,44,3.12
2020,4,10,20,KS,40.5,2.72
2020,4,10,21,KY,38.1,3.01
2020,4,10,22,LA,414,27.5
2020,4,10,23,ME,43.6,1.64
2020,4,10,24,MD,115,9.95
2020,4,10,25,MA,304,21.9
2020,4,10,26,MI,227,14.3
2020,4,10,27,MN,23.7,1.38
2020,4,10,28,MS,83,5.33
2020,4,10,29,MO,61.9,3.92
2020,4,10,30,MT,34.2,1.38
2020,4,10,31,NE,35,2.81
2020,4,10,32,NV,84.6,4.9
2020,4,10,33,NH,65.1,3.62
2020,4,10,34,NJ,615,39.7
2020,4,10,35,NM,52,4.05
2020,4,10,36,NY,888,50.8
2020,4,10,37,NC,37.2,2.47
2020,4,10,38,ND,36.5,1.97
2020,4,10,39,OH,50.3,3.14
2020,4,10,40,OK,45.3,2.91
2020,4,10,41,OR,32.5,1.6
2020,4,10,42,PA,157,13.1
2020,4,10,44,RI,190,17.6
2020,4,10,45,SC,59.5,3.79
2020,4,10,46,SD,60.6,5.64
2020,4,10,47,TN,70.2,3.68
2020,4,10,48,TX,42.4,3.21
2020,4,10,49,UT,65.6,3.81
2020,4,10,50,VT,109,6.64
2020,4,10,51,VA,52.8,4.18
2020,4,10,53,WA,130,5.48
2020,4,10,54,WV,30,2.35
2020,4,10,55,WI,52.7,2.83
2020,4,10,56,WY,55.3,3.78
2020,4,11,1,AL,66.5,4.75
2020,4,11,2,AK,34.9,1.68
2020,4,11,4,AZ,46.6,2.7
2020,4,11,5,AR,40.7,2.3
2020,4,11,6,CA,56.7,3.12
2020,4,11,8,CO,120,5.75
2020,4,11,9,CT,323,25
2020,4,11,10,DE,152,13
2020,4,11,11,DC,252,17.7
2020,4,11,12,FL,88.4,4.95
2020,4,11,13,GA,115,7.91
2020,4,11,15,HI,34.2,1.36
2020,4,11,16,ID,80.5,2.89
2020,4,11,17,IL,151,9.95
2020,4,11,18,IN,111,7.47
2020,4,11,19,IA,47.9,3.28
2020,4,11,20,KS,44,2.84
2020,4,11,21,KY,41.4,3.01
2020,4,11,22,LA,431,23.1
2020,4,11,23,ME,45.8,1.7
2020,4,11,24,MD,127,10.8
