year,month,day_endofweek,statefips,State,initclaims_rate,contclaims_rate
2020,4,11,23,ME,1.95,8.04
2020,4,11,24,MD,1.94,4.93
2020,4,11,25,MA,2.72,9.47
2020,4,11,26,MI,4.5,15.2
2020,4,11,27,MN,3.64,11.1
2020,4,11,28,MS,3.58,8.97
2020,4,11,29,MO,3.31,5.8
2020,4,11,30,MT,2.68,10
2020,4,11,31,NE,1.57,5.84
2020,4,11,32,NV,3.8,12.3
2020,4,11,33,NH,3.27,10.3
2020,4,11,34,NJ,3.15,9.56
2020,4,11,35,NM,1.99,6.57
2020,4,11,36,NY,4.15,11.8
2020,4,11,37,NC,2.76,7.14
2020,4,11,38,ND,2.35,6.08
2020,4,11,39,OH,2.75,10.7
2020,4,11,40,OK,2.96,4.8
2020,4,11,41,OR,2.59,8.37
2020,4,11,42,PA,2.66,9.46
2020,4,11,44,RI,8.22,12.8
2020,4,11,45,SC,3.75,5.34
2020,4,11,46,SD,1.37,3.11
2020,4,11,47,TN,2.15,6.17
2020,4,11,48,TX,1.95,4.5
2020,4,11,49,UT,1.52,4.53
2020,4,11,50,VT,2.82,9.12
2020,4,11,51,VA,2.37,5.37
2020,4,11,53,WA,3.69,11.4
2020,4,11,54,WV,1.88,6.1
2020,4,11,55,WI,2.25,8.46
2020,4,11,56,WY,1.98,3.84
2020,4,18,1,AL,2.96,6.44
2020,4,18,2,AK,3.51,13.8
2020,4,18,4,AZ,2.04,4.79
2020,4,18,5,AR,1.86,6.7
2020,4,18,6,CA,2.72,12.5
2020,4,18,8,CO,2.15,5.44
2020,4,18,9,CT,5.37,16
2020,4,18,10,DE,1.94,7.89
2020,4,18,11,DC,2.11,11.6
2020,4,18,12,FL,4.9,1.71
2020,4,18,13,GA,4.83,12
2020,4,18,15,HI,4,10.9
2020,4,18,16,ID,2.17,7.68
2020,4,18,17,IL,1.85,8.83
2020,4,18,18,IN,2.15,6.09
2020,4,18,19,IA,1.55,9.47
2020,4,18,20,KS,2.06,6.56
2020,4,18,21,KY,5.02,9.6
2020,4,18,22,LA,6.75,16.4
2020,4,18,23,ME,1.7,9.6
2020,4,18,24,MD,1.49,6.18
2020,4,18,25,MA,2.12,12.2
2020,4,18,26,MI,2.77,19
2020,4,18,27,MN,2.41,13.3
2020,4,18,28,MS,2.89,11.9
2020,4,18,29,MO,1.93,7.38
2020,4,18,30,MT,2.09,12.2
2020,4,18,31,NE,1.18,6.96
2020,4,18,32,NV,2.56,15
2020,4,18,33,NH,2.64,12.1
2020,4,18,34,NJ,4.1,12.4
2020,4,18,35,NM,1.43,8.48
2020,4,18,36,NY,2.16,14.4
2020,4,18,37,NC,2.09,9.22
2020,4,18,38,ND,2,8.32
2020,4,18,39,OH,1.89,12.4
2020,4,18,40,OK,2.54,6.1
2020,4,18,41,OR,1.77,10.3
2020,4,18,42,PA,2.5,16.6
2020,4,18,44,RI,8.38,14.6
2020,4,18,45,SC,3.13,7.57
2020,4,18,46,SD,1.14,4.24
2020,4,18,47,TN,2.01,8.37
2020,4,18,48,TX,2.39,6.49
2020,4,18,49,UT,1.22,5.49
2020,4,18,50,VT,1.93,18.8
2020,4,18,51,VA,1.87,6.75
2020,4,18,53,WA,2.24,14.4
2020,4,18,54,WV,5.87,12.1
2020,4,18,55,WI,1.8,9.65
2020,4,18,56,WY,1.5,4.89
2020,4,25,1,AL,3.47,9.35
2020,4,25,2,AK,2.97,15
2020,4,25,4,AZ,1.48,5.53
2020,4,25,5,AR,1.3,8.02
2020,4,25,6,CA,1.68,9.72
2020,4,25,8,CO,2.53,10.6
2020,4,25,9,CT,1.73,16.2
2020,4,25,10,DE,1.63,9.23
2020,4,25,11,DC,2.12,12.8
2020,4,25,12,FL,4.19,5.23
2020,4,25,13,GA,5.22,14.8
2020,4,25,15,HI,3.38,10.3
2020,4,25,16,ID,1.43,8.1
2020,4,25,17,IL,1.57,10.6
2020,4,25,18,IN,1.65,7.5
2020,4,25,19,IA,1.91,10.3
2020,4,25,20,KS,1.65,8.01
2020,4,25,21,KY,4.4,12.6
2020,4,25,22,LA,4.87,18.2
2020,4,25,23,ME,1.11,10.6
2020,4,25,24,MD,1.17,6.88
2020,4,25,25,MA,4.91,18.4
2020,4,25,26,MI,1.66,18.9
2020,4,25,27,MN,1.86,13.9
2020,4,25,28,MS,4.61,15.3
2020,4,25,29,MO,2.98,10.4
2020,4,25,30,MT,2.8,12.6
2020,4,25,31,NE,0.795,7.4
2020,4,25,32,NV,2.76,17.8
2020,4,25,33,NH,1.94,13.8
2020,4,25,34,NJ,1.6,13.8
2020,4,25,35,NM,1.27,9.86
2020,4,25,36,NY,2.32,17.3
2020,4,25,37,NC,3.02,12.7
2020,4,25,38,ND,1.55,8.8
2020,4,25,39,OH,1.61,13.4
2020,4,25,40,OK,2.85,7.31
2020,4,25,41,OR,2.34,13.5
2020,4,25,42,PA,2.25,14.1
2020,4,25,44,RI,3.64,22.1
2020,4,25,45,SC,2.8,10.1
2020,4,25,46,SD,1.19,4.89
2020,4,25,47,TN,1.28,10.2
2020,4,25,48,TX,3.13,7.49
2020,4,25,49,UT,0.73,5.57
2020,4,25,50,VT,1.5,22.3
2020,4,25,51,VA,1.64,7.74
2020,4,25,53,WA,8.42,23.8
2020,4,25,54,WV,3.74,18.4
2020,4,25,55,WI,2.99,10.3
2020,4,25,56,WY,1.2,5.67
2020,5,2,1,AL,2.1,11.3
2020,5,2,2,AK,2.9,14.3
2020,5,2,4,AZ,1.21,6.16
2020,5,2,5,AR,1.26,8.76
2020,5,2,6,CA,3.16,27.5
2020,5,2,8,CO,1.32,10.2
2020,5,2,9,CT,1.89,15.5
2020,5,2,10,DE,1.29,10.8
2020,5,2,11,DC,1.98,14.3
2020,5,2,12,FL,1.69,4.3
2020,5,2,13,GA,4.47,17.3
2020,5,2,15,HI,2.28,13.2
2020,5,2,16,ID,1.17,8.16
2020,5,2,17,IL,1.16,10.8
2020,5,2,18,IN,1.25,8.01
2020,5,2,19,IA,1.6,11.1
2020,5,2,20,KS,1.07,8.12
2020,5,2,21,KY,3.98,12.6
2020,5,2,22,LA,3.4,18.9
2020,5,2,23,ME,2.52,18.3
2020,5,2,24,MD,3.3,10.5
2020,5,2,25,MA,3.27,27.8
2020,5,2,26,MI,3.11,40.7
2020,5,2,27,MN,1.62,14.8
2020,5,2,28,MS,2.88,17.4
2020,5,2,29,MO,2.28,10
2020,5,2,30,MT,1.52,22.6
2020,5,2,31,NE,0.778,8.3
2020,5,2,32,NV,1.85,19.7
2020,5,2,33,NH,1.61,14.9
2020,5,2,34,NJ,3.66,17.7
2020,5,2,35,NM,3.3,16.1
2020,5,2,36,NY,2.46,19.1
2020,5,2,37,NC,3.46,14.3
2020,5,2,38,ND,2.45,10.6
2020,5,2,39,OH,1.06,13.1
2020,5,2,40,OK,5.21,8.4
2020,5,2,41,OR,2.47,14.8
2020,5,2,42,PA,1.57,19
2020,5,2,44,RI,2.68,22.3
2020,5,2,45,SC,2.01,11
2020,5,2,46,SD,0.868,5.15
2020,5,2,47,TN,1.4,12.8
2020,5,2,48,TX,2.14,8.98
2020,5,2,49,UT,0.559,5.78
2020,5,2,50,VT,1.13,17.7
2020,5,2,51,VA,1.35,8.54
2020,5,2,53,WA,4.31,21.9
2020,5,2,54,WV,1.66,13.9
2020,5,2,55,WI,1.82,10.1
2020,5,2,56,WY,1.17,6
2020,5,9,1,AL,1.83,11.7
2020,5,9,2,AK,3.13,14.6
2020,5,9,4,AZ,0.889,6.44
2020,5,9,5,AR,2.12,8.99
2020,5,9,6,CA,1.8,23.7
2020,5,9,8,CO,1.01,11.3
2020,5,9,9,CT,2.18,20.9
2020,5,9,10,DE,1.07,10.4
2020,5,9,11,DC,1.41,15.9
2020,5,9,12,FL,2.16,10
2020,5,9,13,GA,4.75,15.9
2020,5,9,15,HI,1.85,16.7
2020,5,9,16,ID,0.858,7.78
2020,5,9,17,IL,1.13,11.7
2020,5,9,18,IN,2.91,10.3
2020,5,9,19,IA,1.13,11.8
2020,5,9,20,KS,0.823,7.94
2020,5,9,21,KY,3.35,12.2
2020,5,9,22,LA,2.75,22.3
2020,5,9,23,ME,2.46,18.5
2020,5,9,24,MD,1.98,11.9
2020,5,9,25,MA,3.02,32.3
2020,5,9,26,MI,3.91,45
2020,5,9,27,MN,1.38,16.2
2020,5,9,28,MS,2.58,21.2
2020,5,9,29,MO,1.24,12.5
2020,5,9,30,MT,1.11,15.6
2020,5,9,31,NE,0.787,8.17
2020,5,9,32,NV,1.4,21
2020,5,9,33,NH,1.29,15.1
2020,5,9,34,NJ,2.69,21.8
2020,5,9,35,NM,1.33,15.5
2020,5,9,36,NY,2.65,20.9
2020,5,9,37,NC,2.16,13.6
2020,5,9,38,ND,0.812,12.4
2020,5,9,39,OH,0.901,12.9
2020,5,9,40,OK,2.51,9.67
2020,5,9,41,OR,1.84,14.9
2020,5,9,42,PA,1.57,26.5
2020,5,9,44,RI,2.02,24.5
2020,5,9,45,SC,1.4,11.3
2020,5,9,46,SD,1.28,5.35
2020,5,9,47,TN,1.02,13.3
2020,5,9,48,TX,1.34,9.32
2020,5,9,49,UT,0.44,5.7
2020,5,9,50,VT,0.851,16.7
2020,5,9,51,VA,1.18,8.9
2020,5,9,53,WA,4.07,27.4
2020,5,9,54,WV,0.758,13.5
2020,5,9,55,WI,1.61,10.1
2020,5,9,56,WY,1.71,7.3
2020,5,16,1,AL,1.53,12
2020,5,16,2,AK,2.76,14.4
2020,5,16,4,AZ,0.9,6.49
2020,5,16,5,AR,1.44,9.47
2020,5,16,6,CA,1.84,24.3
2020,5,16,8,CO,0.816,10.9
2020,5,16,9,CT,1.75,19
2020,5,16,10,DE,1.14,10.8
2020,5,16,11,DC,1.27,17.1
2020,5,16,12,FL,2.18,20.8
2020,5,16,13,GA,3.48,15.5
2020,5,16,15,HI,1.65,21.9
2020,5,16,16,ID,0.844,7.47
2020,5,16,17,IL,2.28,14.3
2020,5,16,18,IN,0.869,10.4
2020,5,16,19,IA,0.955,11.5
2020,5,16,20,KS,0.756,7.3
2020,5,16,21,KY,2.28,11.9
2020,5,16,22,LA,1.52,21.3
2020,5,16,23,ME,1.7,18.5
2020,5,16,24,MD,1.56,13
2020,5,16,25,MA,4.05,46.5
2020,5,16,26,MI,4.5,53.7
2020,5,16,27,MN,1.04,16.8
2020,5,16,28,MS,2.81,19.5
2020,5,16,29,MO,1.17,11.7
2020,5,16,30,MT,1.15,15.9
2020,5,16,31,NE,0.728,8.03
2020,5,16,32,NV,2.93,24
2020,5,16,33,NH,1.14,14.8
2020,5,16,34,NJ,3.24,20.1
2020,5,16,35,NM,1.11,16.3
2020,5,16,36,NY,4.28,25.4
2020,5,16,37,NC,1.75,13.1
2020,5,16,38,ND,0.807,10.8
2020,5,16,39,OH,3.13,22.5
2020,5,16,40,OK,1.98,7.36
2020,5,16,41,OR,1.26,14.7
2020,5,16,42,PA,1.58,26.7
2020,5,16,44,RI,1.38,22.8
2020,5,16,45,SC,2.09,14.9
2020,5,16,46,SD,1.03,6.05
2020,5,16,47,TN,0.938,12.3
2020,5,16,48,TX,1.27,10.4
2020,5,16,49,UT,0.549,6
2020,5,16,50,VT,0.643,16.1
2020,5,16,51,VA,1.33,13.5
2020,5,16,53,WA,5.15,36.2
2020,5,16,54,WV,0.631,13.1
2020,5,16,55,WI,1.28,9.93
2020,5,16,56,WY,1.09,6.46
2020,5,23,1,AL,1.52,11.1
2020,5,23,2,AK,2.77,28.2
2020,5,23,4,AZ,0.757,6.14
2020,5,23,5,AR,1.17,10.3
2020,5,23,6,CA,1.52,14.9
2020,5,23,8,CO,0.71,11.7
2020,5,23,9,CT,1.1,17.1
2020,5,23,10,DE,1.95,15.8
2020,5,23,11,DC,1.25,17.4
2020,5,23,12,FL,1.7,5.12
2020,5,23,13,GA,3.24,14.3
2020,5,23,15,HI,1.37,19.3
2020,5,23,16,ID,0.674,6.7
2020,5,23,17,IL,1.13,18.1
2020,5,23,18,IN,1.54,16.2
2020,5,23,19,IA,0.959,11.3
2020,5,23,20,KS,2.63,14.3
2020,5,23,21,KY,2.59,11.8
2020,5,23,22,LA,2.35,24
2020,5,23,23,ME,5.38,39.5
2020,5,23,24,MD,1.48,15.2
2020,5,23,25,MA,4.87,58.1
2020,5,23,26,MI,5.28,63.5
2020,5,23,27,MN,0.955,16.2
2020,5,23,28,MS,2.61,19.1
2020,5,23,29,MO,1.11,11.2
2020,5,23,30,MT,1.62,19.7
2020,5,23,31,NE,0.707,7.92
2020,5,23,32,NV,3.45,33.7
2020,5,23,33,NH,0.939,14.1
2020,5,23,34,NJ,2.75,25.2
2020,5,23,35,NM,1.07,16.2
2020,5,23,36,NY,4.62,33.4
2020,5,23,37,NC,1.72,12.5
2020,5,23,38,ND,1.02,10.6
2020,5,23,39,OH,1.49,21.8
2020,5,23,40,OK,2.47,7.65
2020,5,23,41,OR,1.48,14.9
2020,5,23,42,PA,2.09,29.6
2020,5,23,44,RI,1.25,23.2
2020,5,23,45,SC,1.81,13.9
2020,5,23,46,SD,0.937,5.73
2020,5,23,47,TN,0.881,12.2
2020,5,23,48,TX,1.2,10.2
2020,5,23,49,UT,0.479,5.86
2020,5,23,50,VT,0.454,14.7
2020,5,23,51,VA,1.18,13.5
2020,5,23,53,WA,1.81,20.4
2020,5,23,54,WV,0.615,12.2
2020,5,23,55,WI,1.08,9.41
2020,5,23,56,WY,1.25,7.81
2020,5,30,1,AL,1.18,11
2020,5,30,2,AK,2.6,18.3
2020,5,30,4,AZ,2.28,26.7
2020,5,30,5,AR,1.13,10.5
2020,5,30,6,CA,1.55,20.4
2020,5,30,8,CO,0.601,11.1
2020,5,30,9,CT,0.883,17.3
2020,5,30,10,DE,0.835,13.6
2020,5,30,11,DC,0.868,17.5
2020,5,30,12,FL,2.01,6.1
2020,5,30,13,GA,2.92,14.8
2020,5,30,15,HI,2.55,33.7
2020,5,30,16,ID,0.499,6.08
2020,5,30,17,IL,0.871,12.9
2020,5,30,18,IN,1.1,12.9
2020,5,30,19,IA,0.486,11.3
2020,5,30,20,KS,1.06,9.61
2020,5,30,21,KY,2.08,9.94
2020,5,30,22,LA,1.2,22.2
2020,5,30,23,ME,3.56,31.4
2020,5,30,24,MD,1.29,13.9
2020,5,30,25,MA,2.15,40.3
2020,5,30,26,MI,2.4,48.7
2020,5,30,27,MN,0.746,15.5
2020,5,30,28,MS,2.73,18
2020,5,30,29,MO,0.836,10.4
2020,5,30,30,MT,1.44,20.4
2020,5,30,31,NE,0.618,7.72
2020,5,30,32,NV,1.95,48.4
2020,5,30,33,NH,0.792,13
2020,5,30,34,NJ,1.67,21.5
2020,5,30,35,NM,0.954,15.9
2020,5,30,36,NY,1.73,28.9
2020,5,30,37,NC,1.39,12.1
2020,5,30,38,ND,0.723,9.76
2020,5,30,39,OH,1.13,17.6
2020,5,30,40,OK,3.35,9.36
2020,5,30,41,OR,1.06,12.9
2020,5,30,42,PA,2.11,31.7
2020,5,30,44,RI,1,21.7
2020,5,30,45,SC,1.27,12.3
2020,5,30,46,SD,0.395,4.91
2020,5,30,47,TN,0.849,12.3
2020,5,30,48,TX,1.09,11.6
2020,5,30,49,UT,0.405,5.71
2020,5,30,50,VT,0.577,17.3
2020,5,30,51,VA,0.908,13.4
2020,5,30,53,WA,1.15,17.1
2020,5,30,54,WV,0.588,11.1
2020,5,30,55,WI,0.9,8.83
2020,5,30,56,WY,0.979,6.19
2020,6,6,1,AL,1.05,10.3
2020,6,6,2,AK,2.43,18.3
2020,6,6,4,AZ,3.4,33.1
2020,6,6,5,AR,1.14,15.8
2020,6,6,6,CA,1.68,22
2020,6,6,8,CO,0.738,12.4
2020,6,6,9,CT,0.932,17.7
2020,6,6,10,DE,0.767,12.5
2020,6,6,11,DC,0.983,20.7
2020,6,6,12,FL,1.09,9.35
2020,6,6,13,GA,2.65,13.7
2020,6,6,15,HI,2.92,39.5
2020,6,6,16,ID,0.52,5.84
2020,6,6,17,IL,0.833,13.3
2020,6,6,18,IN,1.28,10.3
2020,6,6,19,IA,0.644,10.6
2020,6,6,20,KS,0.733,8.45
2020,6,6,21,KY,1.97,9.54
2020,6,6,22,LA,1.47,22.6
2020,6,6,23,ME,0.987,14.7
2020,6,6,24,MD,1.58,14.1
2020,6,6,25,MA,1.73,30.1
2020,6,6,26,MI,1.34,37.4
2020,6,6,27,MN,0.952,15.6
2020,6,6,28,MS,2.33,15.4
2020,6,6,29,MO,0.797,10.6
2020,6,6,30,MT,1.11,16.9
2020,6,6,31,NE,0.569,8.08
2020,6,6,32,NV,1.75,37.3
2020,6,6,33,NH,0.815,13.2
2020,6,6,34,NJ,1.03,25
2020,6,6,35,NM,0.798,15.8
2020,6,6,36,NY,1.84,35.5
2020,6,6,37,NC,1.23,15.1
2020,6,6,38,ND,0.705,9.66
2020,6,6,39,OH,1.31,19.1
2020,6,6,40,OK,4.27,8.52
2020,6,6,41,OR,1.3,14
2020,6,6,42,PA,1.79,27.7
2020,6,6,44,RI,1.12,21.8
2020,6,6,45,SC,1.59,12.6
2020,6,6,46,SD,0.42,5.59
2020,6,6,47,TN,0.756,12
2020,6,6,48,TX,0.863,10
2020,6,6,49,UT,0.439,5.66
2020,6,6,50,VT,0.609,16.6
2020,6,6,51,VA,0.837,13.5
2020,6,6,53,WA,1.06,16
2020,6,6,54,WV,0.554,10.9
2020,6,6,55,WI,0.941,8.46
2020,6,6,56,WY,0.791,6.33
2020,6,13,1,AL,0.957,9.63
2020,6,13,2,AK,2.29,17.9
2020,6,13,4,AZ,3.96,45.8
2020,6,13,5,AR,1.35,18.7
2020,6,13,6,CA,1.6,23.8
2020,6,13,8,CO,0.9,13.7
2020,6,13,9,CT,0.729,17
2020,6,13,10,DE,0.63,11.8
2020,6,13,11,DC,0.955,21.1
2020,6,13,12,FL,0.853,8.9
2020,6,13,13,GA,2.58,13.4
2020,6,13,15,HI,3.2,39.1
2020,6,13,16,ID,0.451,10.7
2020,6,13,17,IL,0.833,13
2020,6,13,18,IN,1.06,12.7
2020,6,13,19,IA,0.62,10.2
2020,6,13,20,KS,0.588,10
2020,6,13,21,KY,1.99,11.6
2020,6,13,22,LA,1.74,23.3
2020,6,13,23,ME,0.849,13.1
2020,6,13,24,MD,2.61,21.6
2020,6,13,25,MA,1.21,28.3
2020,6,13,26,MI,0.961,37
2020,6,13,27,MN,0.817,15.1
2020,6,13,28,MS,2.09,13.8
2020,6,13,29,MO,0.79,10.3
2020,6,13,30,MT,1.07,16.3
2020,6,13,31,NE,0.585,8.08
2020,6,13,32,NV,2.29,26.7
2020,6,13,33,NH,0.831,12.7
2020,6,13,34,NJ,1.1,23.1
2020,6,13,35,NM,0.773,15.8
2020,6,13,36,NY,1.56,31.1
2020,6,13,37,NC,1.12,14.6
2020,6,13,38,ND,0.663,9.49
2020,6,13,39,OH,1.57,22.8
2020,6,13,40,OK,4.68,9.42
2020,6,13,41,OR,1.3,13
2020,6,13,42,PA,1.97,33.3
2020,6,13,44,RI,0.95,21.6
2020,6,13,45,SC,1.42,12.1
2020,6,13,46,SD,0.299,5
2020,6,13,47,TN,0.724,11.9
2020,6,13,48,TX,0.907,10.6
2020,6,13,49,UT,0.405,5.51
2020,6,13,50,VT,0.655,15.5
2020,6,13,51,VA,0.822,13.7
2020,6,13,53,WA,0.992,15.2
2020,6,13,54,WV,0.543,9.96
2020,6,13,55,WI,0.91,8.17
2020,6,13,56,WY,0.676,6.27
2020,6,20,1,AL,1,9.39
2020,6,20,2,AK,2.38,18.8
2020,6,20,4,AZ,6.05,71.7
2020,6,20,5,AR,1.32,14.5
2020,6,20,6,CA,1.91,21.4
2020,6,20,8,CO,0.648,12.4
2020,6,20,9,CT,0.635,16.4
2020,6,20,10,DE,0.76,12.3
2020,6,20,11,DC,0.952,21.2
2020,6,20,12,FL,0.926,9.63
2020,6,20,13,GA,2.46,13.1
2020,6,20,15,HI,2.35,36.8
2020,6,20,16,ID,0.565,6.11
2020,6,20,17,IL,0.886,12.9
2020,6,20,18,IN,1.38,14
2020,6,20,19,IA,0.562,10.3
2020,6,20,20,KS,0.647,8.61
2020,6,20,21,KY,1.38,10.3
2020,6,20,22,LA,1.4,21.7
2020,6,20,23,ME,0.806,13.2
2020,6,20,24,MD,1.74,24.1
2020,6,20,25,MA,1.16,26.8
2020,6,20,26,MI,0.855,31.2
2020,6,20,27,MN,0.659,14
2020,6,20,28,MS,1.78,13.9
2020,6,20,29,MO,0.677,9.9
2020,6,20,30,MT,1.04,16.6
2020,6,20,31,NE,0.543,8.17
2020,6,20,32,NV,2.58,27
2020,6,20,33,NH,0.7,12
2020,6,20,34,NJ,1.15,21.8
2020,6,20,35,NM,0.747,15.8
2020,6,20,36,NY,1.69,29.6
2020,6,20,37,NC,1.04,15
2020,6,20,38,ND,0.622,9.46
2020,6,20,39,OH,2.08,28.9
2020,6,20,40,OK,3.26,9.9
2020,6,20,41,OR,0.902,11.9
2020,6,20,42,PA,2.27,42.7
2020,6,20,44,RI,1.28,20.7
2020,6,20,45,SC,1.24,11.6
2020,6,20,46,SD,0.237,4.77
2020,6,20,47,TN,0.79,12.1
2020,6,20,48,TX,0.876,10.1
2020,6,20,49,UT,0.407,5.42
2020,6,20,50,VT,0.512,15.6
2020,6,20,51,VA,0.767,13.7
2020,6,20,53,WA,0.991,15.5
2020,6,20,54,WV,0.471,9.35
2020,6,20,55,WI,0.903,7.83
2020,6,20,56,WY,0.65,6.17
2020,6,27,1,AL,0.968,9.24
2020,6,27,2,AK,2.21,17.9
2020,6,27,4,AZ,5.14,62
2020,6,27,5,AR,1.44,14.7
2020,6,27,6,CA,1.95,25
2020,6,27,8,CO,0.438,10.5
2020,6,27,9,CT,0.617,16.2
2020,6,27,10,DE,0.673,11.7
2020,6,27,11,DC,0.916,21.3
2020,6,27,12,FL,1.09,7.17
2020,6,27,13,GA,2.3,12.9
2020,6,27,15,HI,2.3,35.4
2020,6,27,16,ID,0.694,4.26
2020,6,27,17,IL,1.22,12.8
2020,6,27,18,IN,1.77,14.2
2020,6,27,19,IA,0.53,9.58
2020,6,27,20,KS,0.704,9.12
2020,6,27,21,KY,1.67,10.4
2020,6,27,22,LA,1.54,21.9
2020,6,27,23,ME,0.774,13.1
2020,6,27,24,MD,1.7,29.4
2020,6,27,25,MA,1.15,26.8
2020,6,27,26,MI,1.4,34.9
2020,6,27,27,MN,0.646,13.5
2020,6,27,28,MS,1.66,16.2
2020,6,27,29,MO,0.785,9.98
2020,6,27,30,MT,1.04,16.8
2020,6,27,31,NE,0.556,8.49
2020,6,27,32,NV,5.2,29.9
2020,6,27,33,NH,0.667,11.2
2020,6,27,34,NJ,1.16,21.9
2020,6,27,35,NM,0.772,15.8
2020,6,27,36,NY,1.52,29.5
2020,6,27,37,NC,1.12,14.7
2020,6,27,38,ND,0.585,9.3
2020,6,27,39,OH,1.48,18.3
2020,6,27,40,OK,1.1,8.98
2020,6,27,41,OR,0.727,11.5
2020,6,27,42,PA,3.24,53.9
2020,6,27,44,RI,1.27,20.5
2020,6,27,45,SC,1.24,12
2020,6,27,46,SD,0.174,4.65
2020,6,27,47,TN,0.85,12.4
2020,6,27,48,TX,0.927,10.6
2020,6,27,49,UT,0.413,5.39
2020,6,27,50,VT,0.754,15.6
2020,6,27,51,VA,0.999,14.7
2020,6,27,53,WA,1.08,14.7
2020,6,27,54,WV,0.443,9.23
2020,6,27,55,WI,0.917,8.48
2020,6,27,56,WY,0.549,6.43
2020,7,4,1,AL,0.96,9.62
2020,7,4,2,AK,2.08,18.6
2020,7,4,4,AZ,0.726,6.37
2020,7,4,5,AR,1.52,15.6
2020,7,4,6,CA,1.88,23.5
2020,7,4,8,CO,0.398,10.7
2020,7,4,9,CT,0.723,16.5
2020,7,4,10,DE,0.676,12
2020,7,4,11,DC,0.846,21.4
2020,7,4,12,FL,0.756,5.63
2020,7,4,13,GA,2.52,13.4
2020,7,4,15,HI,1.84,32.4
2020,7,4,16,ID,0.611,4.16
2020,7,4,17,IL,1.27,12.7
2020,7,4,18,IN,0.652,8.88
2020,7,4,19,IA,0.647,9.16
2020,7,4,20,KS,1.11,13.7
2020,7,4,21,KY,1.27,9.05
2020,7,4,22,LA,1.93,22.5
2020,7,4,23,ME,0.753,13
2020,7,4,24,MD,2.03,29.8
2020,7,4,25,MA,1.05,26.8
2020,7,4,26,MI,1.3,29.5
2020,7,4,27,MN,0.641,13.2
2020,7,4,28,MS,1.26,15.5
2020,7,4,29,MO,0.708,10.3
2020,7,4,30,MT,1.03,16.5
2020,7,4,31,NE,0.708,8.6
2020,7,4,32,NV,4.88,29.5
2020,7,4,33,NH,0.747,9.63
2020,7,4,34,NJ,1.31,21.1
2020,7,4,35,NM,0.875,16.6
2020,7,4,36,NY,1.56,30.4
2020,7,4,37,NC,1.01,14.2
2020,7,4,38,ND,0.592,9.1
2020,7,4,39,OH,1.42,15.3
2020,7,4,40,OK,0.618,7.12
2020,7,4,41,OR,0.713,11.1
2020,7,4,42,PA,3.85,58.3
2020,7,4,44,RI,1.73,21
2020,7,4,45,SC,1.14,11.4
2020,7,4,46,SD,0.203,4.25
2020,7,4,47,TN,1.08,12.5
2020,7,4,48,TX,1.07,10.2
2020,7,4,49,UT,0.392,5.3
2020,7,4,50,VT,0.67,14.5
2020,7,4,51,VA,1.03,16.5
2020,7,4,53,WA,1.01,14.1
2020,7,4,54,WV,0.418,8.81
2020,7,4,55,WI,0.977,8.09
2020,7,4,56,WY,0.573,5.62
2020,7,11,1,AL,1.2,9.16
2020,7,11,2,AK,3,18.1
2020,7,11,4,AZ,0.808,6.72
2020,7,11,5,AR,1.86,14.2
2020,7,11,6,CA,2.12,28
2020,7,11,8,CO,0.486,10.2
2020,7,11,9,CT,0.671,17.2
2020,7,11,10,DE,0.741,11.1
2020,7,11,11,DC,0.989,21.4
2020,7,11,12,FL,1.39,8.85
2020,7,11,13,GA,3.33,18.8
2020,7,11,15,HI,1.75,32.4
2020,7,11,16,ID,0.72,4.14
2020,7,11,17,IL,1.48,13.1
2020,7,11,18,IN,2.05,13.7
2020,7,11,19,IA,0.7,9.05
2020,7,11,20,KS,1.2,14.8
2020,7,11,21,KY,1.31,10.4
2020,7,11,22,LA,1.71,22.2
2020,7,11,23,ME,1.16,12.5
2020,7,11,24,MD,1.14,23
2020,7,11,25,MA,0.968,26.5
2020,7,11,26,MI,1.1,33
2020,7,11,27,MN,0.717,13.5
2020,7,11,28,MS,0.958,12.2
2020,7,11,29,MO,0.718,9.95
2020,7,11,30,MT,0.994,16.1
2020,7,11,31,NE,0.921,8.34
2020,7,11,32,NV,2.7,28.7
2020,7,11,33,NH,2.41,12.4
2020,7,11,34,NJ,1.3,21.1
2020,7,11,35,NM,0.968,16.7
2020,7,11,36,NY,1.51,28.9
2020,7,11,37,NC,0.958,13.9
2020,7,11,38,ND,0.685,9.64
2020,7,11,39,OH,2.21,14.9
2020,7,11,40,OK,0.633,7.17
2020,7,11,41,OR,0.825,11.7
2020,7,11,42,PA,3.91,65.9
2020,7,11,44,RI,1.7,21.2
2020,7,11,45,SC,1.3,11.9
2020,7,11,46,SD,0.292,4.99
2020,7,11,47,TN,1.02,12.4
2020,7,11,48,TX,0.99,10.7
2020,7,11,49,UT,0.391,5.32
2020,7,11,50,VT,0.687,14.3
2020,7,11,51,VA,1.06,17.5
2020,7,11,53,WA,1.41,13.8
2020,7,11,54,WV,0.511,8.66
2020,7,11,55,WI,1.03,9.31
2020,7,11,56,WY,0.599,5.85
2020,7,18,1,AL,1.17,8.92
2020,7,18,2,AK,2.06,17.3
2020,7,18,4,AZ,0.604,6.79
2020,7,18,5,AR,1.99,16.2
2020,7,18,6,CA,2.33,27.5
2020,7,18,8,CO,0.37,9.94
2020,7,18,9,CT,0.736,16.9
