year,month,day,statefips,State,RevenueChange
2020,3,3,10,DE,-0.0766
2020,3,3,11,DC,-0.134
2020,3,3,12,FL,0.00766
2020,3,3,13,GA,0.0458
2020,3,3,15,HI,-0.063
2020,3,3,16,ID,0.0163
2020,3,3,17,IL,-0.0186
2020,3,3,18,IN,-0.0479
2020,3,3,19,IA,0.0538
2020,3,3,20,KS,0.027
2020,3,3,21,KY,0.000188
2020,3,3,22,LA,-0.0324
2020,3,3,23,ME,-0.191
2020,3,3,24,MD,-0.0187
2020,3,3,25,MA,0.024
2020,3,3,26,MI,0.0166
2020,3,3,27,MN,0.0902
2020,3,3,28,MS,-0.00599
2020,3,3,29,MO,0.0182
2020,3,3,30,MT,0.0989
2020,3,3,31,NE,0.101
2020,3,3,32,NV,0.0313
2020,3,3,33,NH,0.059
2020,3,3,34,NJ,0.0345
2020,3,3,35,NM,0.0489
2020,3,3,36,NY,0.00332
2020,3,3,37,NC,0.0283
2020,3,3,38,ND,0.0895
2020,3,3,39,OH,0.0157
2020,3,3,40,OK,0.0919
2020,3,3,41,OR,0.0805
2020,3,3,42,PA,-0.0193
2020,3,3,44,RI,0.066
2020,3,3,45,SC,0.018
2020,3,3,46,SD,0.122
2020,3,3,47,TN,-0.0358
2020,3,3,48,TX,0.0576
2020,3,3,49,UT,-0.00935
2020,3,3,50,VT,-0.0133
2020,3,3,51,VA,-0.0134
2020,3,3,53,WA,0.032
2020,3,3,54,WV,-0.00805
2020,3,3,55,WI,0.0251
2020,3,3,56,WY,0.0329
2020,3,4,1,AL,-0.0757
2020,3,4,2,AK,-0.0579
2020,3,4,4,AZ,-0.0183
2020,3,4,5,AR,-0.0302
2020,3,4,6,CA,0.0276
2020,3,4,8,CO,0.0238
2020,3,4,9,CT,0.0299
2020,3,4,10,DE,-0.0968
2020,3,4,11,DC,-0.133
2020,3,4,12,FL,-0.0257
2020,3,4,13,GA,-0.00269
2020,3,4,15,HI,-0.094
2020,3,4,16,ID,-0.00762
2020,3,4,17,IL,-0.0448
2020,3,4,18,IN,-0.0802
2020,3,4,19,IA,0.0112
2020,3,4,20,KS,-0.00569
2020,3,4,21,KY,-0.0376
2020,3,4,22,LA,-0.0906
2020,3,4,23,ME,-0.198
2020,3,4,24,MD,-0.0396
2020,3,4,25,MA,0.0353
2020,3,4,26,MI,-0.0166
2020,3,4,27,MN,0.054
2020,3,4,28,MS,-0.102
2020,3,4,29,MO,-0.0204
2020,3,4,30,MT,0.0501
2020,3,4,31,NE,0.0599
2020,3,4,32,NV,0.0000625
2020,3,4,33,NH,0.0242
2020,3,4,34,NJ,0.01
2020,3,4,35,NM,0.0147
2020,3,4,36,NY,-0.0197
2020,3,4,37,NC,-0.00982
2020,3,4,38,ND,0.0519
2020,3,4,39,OH,-0.026
2020,3,4,40,OK,0.0611
2020,3,4,41,OR,0.0227
2020,3,4,42,PA,-0.0326
2020,3,4,44,RI,0.0641
2020,3,4,45,SC,-0.0286
2020,3,4,46,SD,0.0525
2020,3,4,47,TN,-0.0763
2020,3,4,48,TX,0.0265
2020,3,4,49,UT,-0.02
2020,3,4,50,VT,-0.0459
2020,3,4,51,VA,-0.0344
2020,3,4,53,WA,-0.00741
2020,3,4,54,WV,-0.0755
2020,3,4,55,WI,-0.0132
2020,3,4,56,WY,-0.00659
2020,3,5,1,AL,-0.103
2020,3,5,2,AK,-0.0654
2020,3,5,4,AZ,-0.0377
2020,3,5,5,AR,-0.0313
2020,3,5,6,CA,0.0131
2020,3,5,8,CO,0.0138
2020,3,5,9,CT,0.0214
2020,3,5,10,DE,-0.0981
2020,3,5,11,DC,-0.125
2020,3,5,12,FL,-0.037
2020,3,5,13,GA,-0.042
2020,3,5,15,HI,-0.109
2020,3,5,16,ID,-0.0234
2020,3,5,17,IL,-0.0486
2020,3,5,18,IN,-0.1
2020,3,5,19,IA,-0.000891
2020,3,5,20,KS,-0.0248
2020,3,5,21,KY,-0.0617
2020,3,5,22,LA,-0.0767
2020,3,5,23,ME,-0.193
2020,3,5,24,MD,-0.0477
2020,3,5,25,MA,0.0136
2020,3,5,26,MI,-0.026
2020,3,5,27,MN,0.0201
2020,3,5,28,MS,-0.139
2020,3,5,29,MO,-0.0367
2020,3,5,30,MT,0.0252
2020,3,5,31,NE,0.0673
2020,3,5,32,NV,-0.0168
2020,3,5,33,NH,0.0207
2020,3,5,34,NJ,-0.0103
2020,3,5,35,NM,0.00463
2020,3,5,36,NY,-0.019
2020,3,5,37,NC,-0.033
2020,3,5,38,ND,0.0222
2020,3,5,39,OH,-0.0387
2020,3,5,40,OK,0.0363
2020,3,5,41,OR,0.00717
2020,3,5,42,PA,-0.0312
2020,3,5,44,RI,0.048
2020,3,5,45,SC,-0.057
2020,3,5,46,SD,0.0656
2020,3,5,47,TN,-0.0983
2020,3,5,48,TX,0.00795
2020,3,5,49,UT,-0.0338
2020,3,5,50,VT,-0.0326
2020,3,5,51,VA,-0.0462
2020,3,5,53,WA,-0.0249
2020,3,5,54,WV,-0.108
2020,3,5,55,WI,-0.0297
2020,3,5,56,WY,-0.0434
2020,3,6,1,AL,-0.118
2020,3,6,2,AK,-0.0722
2020,3,6,4,AZ,-0.0561
2020,3,6,5,AR,-0.0466
2020,3,6,6,CA,-0.0113
2020,3,6,8,CO,-0.00518
2020,3,6,9,CT,-0.0054
2020,3,6,10,DE,-0.1
2020,3,6,11,DC,-0.156
2020,3,6,12,FL,-0.0584
2020,3,6,13,GA,-0.0681
2020,3,6,15,HI,-0.111
2020,3,6,16,ID,-0.0425
2020,3,6,17,IL,-0.0558
2020,3,6,18,IN,-0.105
2020,3,6,19,IA,-0.00787
2020,3,6,20,KS,-0.0535
2020,3,6,21,KY,-0.0718
2020,3,6,22,LA,-0.1
2020,3,6,23,ME,-0.226
2020,3,6,24,MD,-0.0675
2020,3,6,25,MA,-0.0154
2020,3,6,26,MI,-0.0478
2020,3,6,27,MN,0.0173
2020,3,6,28,MS,-0.141
2020,3,6,29,MO,-0.048
2020,3,6,30,MT,-0.00172
2020,3,6,31,NE,0.00629
2020,3,6,32,NV,-0.0404
2020,3,6,33,NH,0.00785
2020,3,6,34,NJ,-0.0323
2020,3,6,35,NM,-0.0195
2020,3,6,36,NY,-0.0425
2020,3,6,37,NC,-0.0429
2020,3,6,38,ND,0.0182
2020,3,6,39,OH,-0.0457
2020,3,6,40,OK,-0.0139
2020,3,6,41,OR,-0.025
2020,3,6,42,PA,-0.0371
2020,3,6,44,RI,0.017
2020,3,6,45,SC,-0.0662
2020,3,6,46,SD,0.0572
2020,3,6,47,TN,-0.116
2020,3,6,48,TX,-0.0147
2020,3,6,49,UT,-0.053
2020,3,6,50,VT,-0.103
2020,3,6,51,VA,-0.0504
2020,3,6,53,WA,-0.046
2020,3,6,54,WV,-0.0935
2020,3,6,55,WI,-0.0529
2020,3,6,56,WY,-0.0991
2020,3,7,1,AL,-0.114
2020,3,7,2,AK,-0.0721
2020,3,7,4,AZ,-0.053
2020,3,7,5,AR,-0.0461
2020,3,7,6,CA,-0.0167
2020,3,7,8,CO,0.00306
2020,3,7,9,CT,-0.0124
2020,3,7,10,DE,-0.0879
2020,3,7,11,DC,-0.155
2020,3,7,12,FL,-0.0603
2020,3,7,13,GA,-0.0718
2020,3,7,15,HI,-0.134
2020,3,7,16,ID,-0.0486
2020,3,7,17,IL,-0.0536
2020,3,7,18,IN,-0.1
2020,3,7,19,IA,0.00244
2020,3,7,20,KS,-0.0396
2020,3,7,21,KY,-0.0723
2020,3,7,22,LA,-0.0951
2020,3,7,23,ME,-0.228
2020,3,7,24,MD,-0.0709
2020,3,7,25,MA,-0.0189
2020,3,7,26,MI,-0.0415
2020,3,7,27,MN,0.0226
2020,3,7,28,MS,-0.142
2020,3,7,29,MO,-0.0368
2020,3,7,30,MT,0.00476
2020,3,7,31,NE,0.0392
2020,3,7,32,NV,-0.0373
2020,3,7,33,NH,-0.00246
2020,3,7,34,NJ,-0.031
2020,3,7,35,NM,-0.0183
2020,3,7,36,NY,-0.0435
2020,3,7,37,NC,-0.0423
2020,3,7,38,ND,0.0204
2020,3,7,39,OH,-0.0394
2020,3,7,40,OK,-0.0219
2020,3,7,41,OR,-0.0151
2020,3,7,42,PA,-0.0281
2020,3,7,44,RI,-0.0122
2020,3,7,45,SC,-0.0621
2020,3,7,46,SD,0.0802
2020,3,7,47,TN,-0.117
2020,3,7,48,TX,-0.019
2020,3,7,49,UT,-0.051
2020,3,7,50,VT,-0.114
2020,3,7,51,VA,-0.0453
2020,3,7,53,WA,-0.0486
2020,3,7,54,WV,-0.0756
2020,3,7,55,WI,-0.0327
2020,3,7,56,WY,-0.0887
2020,3,8,1,AL,-0.074
2020,3,8,2,AK,-0.00424
2020,3,8,4,AZ,-0.0205
2020,3,8,5,AR,0.0347
2020,3,8,6,CA,0.0115
2020,3,8,8,CO,0.0517
2020,3,8,9,CT,0.0114
2020,3,8,10,DE,-0.0914
2020,3,8,11,DC,-0.109
2020,3,8,12,FL,-0.0454
2020,3,8,13,GA,-0.0499
2020,3,8,15,HI,-0.119
2020,3,8,16,ID,-0.0181
2020,3,8,17,IL,-0.0236
2020,3,8,18,IN,-0.0635
2020,3,8,19,IA,0.0479
2020,3,8,20,KS,0.0000302
2020,3,8,21,KY,-0.0108
2020,3,8,22,LA,-0.0555
2020,3,8,23,ME,-0.201
2020,3,8,24,MD,-0.0569
2020,3,8,25,MA,0.00545
2020,3,8,26,MI,0.0129
2020,3,8,27,MN,0.0235
2020,3,8,28,MS,-0.072
2020,3,8,29,MO,0.0371
2020,3,8,30,MT,0.0106
2020,3,8,31,NE,0.0674
2020,3,8,32,NV,-0.00769
2020,3,8,33,NH,0.0191
2020,3,8,34,NJ,0.0143
2020,3,8,35,NM,0.0248
2020,3,8,36,NY,-0.0301
2020,3,8,37,NC,-0.00904
2020,3,8,38,ND,0.0515
2020,3,8,39,OH,-0.0049
2020,3,8,40,OK,0.0264
2020,3,8,41,OR,0.00907
2020,3,8,42,PA,-0.000895
2020,3,8,44,RI,0.0226
2020,3,8,45,SC,-0.0431
2020,3,8,46,SD,0.117
2020,3,8,47,TN,-0.0756
2020,3,8,48,TX,0.0145
2020,3,8,49,UT,-0.0179
2020,3,8,50,VT,-0.0877
2020,3,8,51,VA,0.000529
2020,3,8,53,WA,-0.0145
2020,3,8,54,WV,-0.0108
2020,3,8,55,WI,-0.01
2020,3,8,56,WY,-0.0831
2020,3,9,1,AL,-0.0844
2020,3,9,2,AK,-0.0345
2020,3,9,4,AZ,-0.044
2020,3,9,5,AR,0.0212
2020,3,9,6,CA,-0.0225
2020,3,9,8,CO,0.02
2020,3,9,9,CT,-0.0248
2020,3,9,10,DE,-0.0985
2020,3,9,11,DC,-0.133
2020,3,9,12,FL,-0.0613
2020,3,9,13,GA,-0.0548
2020,3,9,15,HI,-0.138
2020,3,9,16,ID,-0.0366
2020,3,9,17,IL,-0.0595
2020,3,9,18,IN,-0.06
2020,3,9,19,IA,0.0409
2020,3,9,20,KS,-0.0224
2020,3,9,21,KY,0.00296
2020,3,9,22,LA,-0.0744
2020,3,9,23,ME,-0.206
2020,3,9,24,MD,-0.0684
2020,3,9,25,MA,-0.044
2020,3,9,26,MI,-0.00063
2020,3,9,27,MN,0.00641
2020,3,9,28,MS,-0.068
2020,3,9,29,MO,0.0135
2020,3,9,30,MT,-0.00676
2020,3,9,31,NE,0.0364
2020,3,9,32,NV,-0.0274
2020,3,9,33,NH,-0.0056
2020,3,9,34,NJ,-0.0713
2020,3,9,35,NM,0.0186
2020,3,9,36,NY,-0.0579
2020,3,9,37,NC,-0.0132
2020,3,9,38,ND,0.0778
2020,3,9,39,OH,-0.0254
2020,3,9,40,OK,0.0115
2020,3,9,41,OR,-0.00275
2020,3,9,42,PA,-0.0385
2020,3,9,44,RI,-0.0277
2020,3,9,45,SC,-0.0555
2020,3,9,46,SD,0.114
2020,3,9,47,TN,-0.0696
2020,3,9,48,TX,-0.0296
2020,3,9,49,UT,-0.0232
2020,3,9,50,VT,-0.0859
2020,3,9,51,VA,-0.00896
2020,3,9,53,WA,-0.0469
2020,3,9,54,WV,-0.0256
2020,3,9,55,WI,-0.0214
2020,3,9,56,WY,-0.0837
2020,3,10,1,AL,-0.105
2020,3,10,2,AK,-0.0585
2020,3,10,4,AZ,-0.0513
2020,3,10,5,AR,-0.0277
2020,3,10,6,CA,-0.0432
2020,3,10,8,CO,-0.0142
2020,3,10,9,CT,-0.0275
2020,3,10,10,DE,-0.132
2020,3,10,11,DC,-0.132
2020,3,10,12,FL,-0.0662
2020,3,10,13,GA,-0.0662
2020,3,10,15,HI,-0.134
2020,3,10,16,ID,-0.0201
2020,3,10,17,IL,-0.0715
2020,3,10,18,IN,-0.0811
2020,3,10,19,IA,0.0248
2020,3,10,20,KS,-0.0504
2020,3,10,21,KY,-0.0327
2020,3,10,22,LA,-0.0647
2020,3,10,23,ME,-0.219
2020,3,10,24,MD,-0.0806
2020,3,10,25,MA,-0.0339
2020,3,10,26,MI,-0.0246
2020,3,10,27,MN,0.0134
2020,3,10,28,MS,-0.109
2020,3,10,29,MO,-0.0315
2020,3,10,30,MT,-0.00905
2020,3,10,31,NE,0.0296
2020,3,10,32,NV,-0.0476
2020,3,10,33,NH,-0.00114
2020,3,10,34,NJ,-0.07
2020,3,10,35,NM,0.00276
2020,3,10,36,NY,-0.064
2020,3,10,37,NC,-0.0271
2020,3,10,38,ND,0.0582
2020,3,10,39,OH,-0.051
2020,3,10,40,OK,-0.0123
2020,3,10,41,OR,-0.00961
2020,3,10,42,PA,-0.0558
2020,3,10,44,RI,-0.0247
2020,3,10,45,SC,-0.0638
2020,3,10,46,SD,0.0853
2020,3,10,47,TN,-0.082
2020,3,10,48,TX,-0.0378
2020,3,10,49,UT,-0.0354
2020,3,10,50,VT,-0.106
2020,3,10,51,VA,-0.0307
2020,3,10,53,WA,-0.0435
2020,3,10,54,WV,-0.0708
2020,3,10,55,WI,-0.0114
2020,3,10,56,WY,-0.114
2020,3,11,1,AL,-0.0913
2020,3,11,2,AK,-0.0381
2020,3,11,4,AZ,-0.0583
2020,3,11,5,AR,-0.0284
2020,3,11,6,CA,-0.0473
2020,3,11,8,CO,-0.0293
2020,3,11,9,CT,-0.0578
2020,3,11,10,DE,-0.133
2020,3,11,11,DC,-0.141
2020,3,11,12,FL,-0.0587
2020,3,11,13,GA,-0.0548
2020,3,11,15,HI,-0.125
2020,3,11,16,ID,-0.0264
2020,3,11,17,IL,-0.0744
2020,3,11,18,IN,-0.0895
2020,3,11,19,IA,0.026
2020,3,11,20,KS,-0.0411
2020,3,11,21,KY,-0.0517
2020,3,11,22,LA,-0.0473
2020,3,11,23,ME,-0.247
2020,3,11,24,MD,-0.0832
2020,3,11,25,MA,-0.0669
2020,3,11,26,MI,-0.0214
2020,3,11,27,MN,0.0257
2020,3,11,28,MS,-0.0759
2020,3,11,29,MO,-0.0307
2020,3,11,30,MT,-0.0249
2020,3,11,31,NE,0.0126
2020,3,11,32,NV,-0.046
2020,3,11,33,NH,0.00681
2020,3,11,34,NJ,-0.0618
2020,3,11,35,NM,-0.0048
2020,3,11,36,NY,-0.0779
2020,3,11,37,NC,-0.0205
2020,3,11,38,ND,0.0577
2020,3,11,39,OH,-0.0482
2020,3,11,40,OK,-0.0175
2020,3,11,41,OR,0.0059
2020,3,11,42,PA,-0.0641
2020,3,11,44,RI,-0.0636
2020,3,11,45,SC,-0.0447
2020,3,11,46,SD,0.0936
2020,3,11,47,TN,-0.0782
2020,3,11,48,TX,-0.0205
2020,3,11,49,UT,-0.0349
2020,3,11,50,VT,-0.108
2020,3,11,51,VA,-0.0311
2020,3,11,53,WA,-0.0349
2020,3,11,54,WV,-0.114
2020,3,11,55,WI,-0.0131
2020,3,11,56,WY,-0.11
2020,3,12,1,AL,-0.0999
2020,3,12,2,AK,-0.0508
2020,3,12,4,AZ,-0.0625
2020,3,12,5,AR,-0.0439
2020,3,12,6,CA,-0.0648
2020,3,12,8,CO,-0.028
2020,3,12,9,CT,-0.053
2020,3,12,10,DE,-0.142
2020,3,12,11,DC,-0.162
2020,3,12,12,FL,-0.0677
2020,3,12,13,GA,-0.0424
2020,3,12,15,HI,-0.162
2020,3,12,16,ID,-0.032
2020,3,12,17,IL,-0.0922
2020,3,12,18,IN,-0.0996
2020,3,12,19,IA,0.0127
2020,3,12,20,KS,-0.0331
2020,3,12,21,KY,-0.0644
2020,3,12,22,LA,-0.096
2020,3,12,23,ME,-0.25
2020,3,12,24,MD,-0.0864
2020,3,12,25,MA,-0.0586
2020,3,12,26,MI,-0.0269
2020,3,12,27,MN,0.0551
2020,3,12,28,MS,-0.0875
2020,3,12,29,MO,-0.025
2020,3,12,30,MT,-0.0182
2020,3,12,31,NE,-0.0163
2020,3,12,32,NV,-0.04
2020,3,12,33,NH,-0.012
2020,3,12,34,NJ,-0.051
2020,3,12,35,NM,-0.0137
2020,3,12,36,NY,-0.0962
2020,3,12,37,NC,-0.0262
2020,3,12,38,ND,0.0628
2020,3,12,39,OH,-0.0529
2020,3,12,40,OK,-0.0198
2020,3,12,41,OR,0.00513
2020,3,12,42,PA,-0.0734
2020,3,12,44,RI,-0.084
2020,3,12,45,SC,-0.0424
2020,3,12,46,SD,0.0403
2020,3,12,47,TN,-0.0837
2020,3,12,48,TX,-0.0195
2020,3,12,49,UT,-0.0345
2020,3,12,50,VT,-0.106
2020,3,12,51,VA,-0.0451
2020,3,12,53,WA,-0.0396
2020,3,12,54,WV,-0.108
2020,3,12,55,WI,-0.022
2020,3,12,56,WY,-0.11
2020,3,13,1,AL,-0.115
2020,3,13,2,AK,-0.0827
2020,3,13,4,AZ,-0.0742
2020,3,13,5,AR,-0.0483
2020,3,13,6,CA,-0.0884
2020,3,13,8,CO,0.0212
2020,3,13,9,CT,-0.0738
2020,3,13,10,DE,-0.145
2020,3,13,11,DC,-0.182
2020,3,13,12,FL,-0.076
2020,3,13,13,GA,-0.0547
2020,3,13,15,HI,-0.178
2020,3,13,16,ID,-0.0259
2020,3,13,17,IL,-0.0992
2020,3,13,18,IN,-0.0959
2020,3,13,19,IA,-0.00877
2020,3,13,20,KS,-0.0348
2020,3,13,21,KY,-0.0699
2020,3,13,22,LA,-0.0988
2020,3,13,23,ME,-0.26
2020,3,13,24,MD,-0.0944
2020,3,13,25,MA,-0.0708
2020,3,13,26,MI,-0.0394
2020,3,13,27,MN,0.0388
2020,3,13,28,MS,-0.0994
2020,3,13,29,MO,-0.0381
2020,3,13,30,MT,-0.035
2020,3,13,31,NE,-0.032
2020,3,13,32,NV,-0.0669
2020,3,13,33,NH,-0.0275
2020,3,13,34,NJ,-0.059
2020,3,13,35,NM,-0.0111
2020,3,13,36,NY,-0.113
2020,3,13,37,NC,-0.0377
2020,3,13,38,ND,0.0595
2020,3,13,39,OH,-0.0593
2020,3,13,40,OK,-0.0253
2020,3,13,41,OR,0.000372
2020,3,13,42,PA,-0.0824
2020,3,13,44,RI,-0.0964
2020,3,13,45,SC,-0.0514
2020,3,13,46,SD,0.0791
2020,3,13,47,TN,-0.0824
2020,3,13,48,TX,-0.0282
2020,3,13,49,UT,-0.0209
2020,3,13,50,VT,-0.112
2020,3,13,51,VA,-0.0706
2020,3,13,53,WA,-0.0723
2020,3,13,54,WV,-0.107
2020,3,13,55,WI,-0.035
2020,3,13,56,WY,-0.0432
2020,3,14,1,AL,-0.11
2020,3,14,2,AK,-0.0952
2020,3,14,4,AZ,-0.0883
2020,3,14,5,AR,-0.0673
2020,3,14,6,CA,-0.105
2020,3,14,8,CO,0.028
2020,3,14,9,CT,-0.0937
2020,3,14,10,DE,-0.164
2020,3,14,11,DC,-0.197
2020,3,14,12,FL,-0.0878
2020,3,14,13,GA,-0.0694
2020,3,14,15,HI,-0.166
2020,3,14,16,ID,-0.0251
2020,3,14,17,IL,-0.125
2020,3,14,18,IN,-0.107
2020,3,14,19,IA,-0.0416
2020,3,14,20,KS,-0.0332
2020,3,14,21,KY,-0.087
2020,3,14,22,LA,-0.117
2020,3,14,23,ME,-0.263
2020,3,14,24,MD,-0.114
2020,3,14,25,MA,-0.0968
2020,3,14,26,MI,-0.0659
2020,3,14,27,MN,0.0393
2020,3,14,28,MS,-0.112
2020,3,14,29,MO,-0.0649
2020,3,14,30,MT,-0.0569
2020,3,14,31,NE,-0.0525
2020,3,14,32,NV,-0.0907
2020,3,14,33,NH,-0.0471
2020,3,14,34,NJ,-0.0845
2020,3,14,35,NM,-0.0331
2020,3,14,36,NY,-0.143
2020,3,14,37,NC,-0.0549
2020,3,14,38,ND,0.111
2020,3,14,39,OH,-0.0776
2020,3,14,40,OK,-0.0347
2020,3,14,41,OR,-0.0179
2020,3,14,42,PA,-0.103
2020,3,14,44,RI,-0.118
2020,3,14,45,SC,-0.0636
2020,3,14,46,SD,0.119
2020,3,14,47,TN,-0.0954
2020,3,14,48,TX,-0.0478
2020,3,14,49,UT,-0.0148
2020,3,14,50,VT,-0.157
2020,3,14,51,VA,-0.0856
2020,3,14,53,WA,-0.0928
2020,3,14,54,WV,-0.111
2020,3,14,55,WI,-0.0701
2020,3,14,56,WY,0.00403
2020,3,15,1,AL,-0.12
2020,3,15,2,AK,-0.119
2020,3,15,4,AZ,-0.107
2020,3,15,5,AR,-0.0875
2020,3,15,6,CA,-0.135
2020,3,15,8,CO,0.00283
2020,3,15,9,CT,-0.112
2020,3,15,10,DE,-0.157
2020,3,15,11,DC,-0.233
2020,3,15,12,FL,-0.103
2020,3,15,13,GA,-0.0926
2020,3,15,15,HI,-0.193
2020,3,15,16,ID,-0.0413
2020,3,15,17,IL,-0.146
2020,3,15,18,IN,-0.122
2020,3,15,19,IA,-0.0663
2020,3,15,20,KS,-0.0628
2020,3,15,21,KY,-0.116
2020,3,15,22,LA,-0.145
2020,3,15,23,ME,-0.282
2020,3,15,24,MD,-0.137
2020,3,15,25,MA,-0.128
2020,3,15,26,MI,-0.0857
2020,3,15,27,MN,0.032
2020,3,15,28,MS,-0.124
2020,3,15,29,MO,-0.0892
2020,3,15,30,MT,-0.0765
2020,3,15,31,NE,-0.0654
2020,3,15,32,NV,-0.125
2020,3,15,33,NH,-0.111
2020,3,15,34,NJ,-0.116
2020,3,15,35,NM,-0.0722
2020,3,15,36,NY,-0.171
2020,3,15,37,NC,-0.0836
2020,3,15,38,ND,0.0779
2020,3,15,39,OH,-0.0924
2020,3,15,40,OK,-0.0616
2020,3,15,41,OR,-0.0379
2020,3,15,42,PA,-0.119
2020,3,15,44,RI,-0.141
2020,3,15,45,SC,-0.0825
2020,3,15,46,SD,0.0979
2020,3,15,47,TN,-0.121
2020,3,15,48,TX,-0.0661
2020,3,15,49,UT,-0.0219
2020,3,15,50,VT,-0.165
2020,3,15,51,VA,-0.117
2020,3,15,53,WA,-0.113
2020,3,15,54,WV,-0.14
2020,3,15,55,WI,-0.0945
2020,3,15,56,WY,-0.00433
2020,3,16,1,AL,-0.141
2020,3,16,2,AK,-0.137
2020,3,16,4,AZ,-0.127
2020,3,16,5,AR,-0.107
2020,3,16,6,CA,-0.161
2020,3,16,8,CO,-0.0175
2020,3,16,9,CT,-0.119
2020,3,16,10,DE,-0.176
2020,3,16,11,DC,-0.269
2020,3,16,12,FL,-0.128
2020,3,16,13,GA,-0.127
2020,3,16,15,HI,-0.214
2020,3,16,16,ID,-0.0574
2020,3,16,17,IL,-0.163
2020,3,16,18,IN,-0.138
2020,3,16,19,IA,-0.0955
2020,3,16,20,KS,-0.0698
2020,3,16,21,KY,-0.144
2020,3,16,22,LA,-0.17
2020,3,16,23,ME,-0.295
2020,3,16,24,MD,-0.16
2020,3,16,25,MA,-0.156
2020,3,16,26,MI,-0.102
2020,3,16,27,MN,0.00344
2020,3,16,28,MS,-0.151
2020,3,16,29,MO,-0.111
2020,3,16,30,MT,-0.102
2020,3,16,31,NE,-0.0873
2020,3,16,32,NV,-0.151
2020,3,16,33,NH,-0.152
2020,3,16,34,NJ,-0.127
2020,3,16,35,NM,-0.104
2020,3,16,36,NY,-0.183
2020,3,16,37,NC,-0.111
2020,3,16,38,ND,0.021
2020,3,16,39,OH,-0.106
2020,3,16,40,OK,-0.0892
2020,3,16,41,OR,-0.0323
2020,3,16,42,PA,-0.123
2020,3,16,44,RI,-0.169
2020,3,16,45,SC,-0.101
2020,3,16,46,SD,0.0134
2020,3,16,47,TN,-0.149
2020,3,16,48,TX,-0.0841
2020,3,16,49,UT,-0.0452
2020,3,16,50,VT,-0.19
2020,3,16,51,VA,-0.151
2020,3,16,53,WA,-0.121
2020,3,16,54,WV,-0.148
2020,3,16,55,WI,-0.113
2020,3,16,56,WY,-0.0402
2020,3,17,1,AL,-0.162
2020,3,17,2,AK,-0.162
2020,3,17,4,AZ,-0.131
2020,3,17,5,AR,-0.123
2020,3,17,6,CA,-0.201
2020,3,17,8,CO,-0.0557
2020,3,17,9,CT,-0.159
2020,3,17,10,DE,-0.182
2020,3,17,11,DC,-0.333
2020,3,17,12,FL,-0.151
2020,3,17,13,GA,-0.154
2020,3,17,15,HI,-0.26
2020,3,17,16,ID,-0.0988
2020,3,17,17,IL,-0.194
2020,3,17,18,IN,-0.156
2020,3,17,19,IA,-0.122
2020,3,17,20,KS,-0.0968
2020,3,17,21,KY,-0.161
2020,3,17,22,LA,-0.202
2020,3,17,23,ME,-0.328
2020,3,17,24,MD,-0.197
2020,3,17,25,MA,-0.209
2020,3,17,26,MI,-0.138
2020,3,17,27,MN,-0.0369
2020,3,17,28,MS,-0.172
2020,3,17,29,MO,-0.136
2020,3,17,30,MT,-0.126
2020,3,17,31,NE,-0.138
2020,3,17,32,NV,-0.194
2020,3,17,33,NH,-0.201
2020,3,17,34,NJ,-0.173
2020,3,17,35,NM,-0.122
2020,3,17,36,NY,-0.224
2020,3,17,37,NC,-0.138
2020,3,17,38,ND,-0.0232
2020,3,17,39,OH,-0.127
2020,3,17,40,OK,-0.13
2020,3,17,41,OR,-0.0539
2020,3,17,42,PA,-0.157
2020,3,17,44,RI,-0.205
2020,3,17,45,SC,-0.127
2020,3,17,46,SD,-0.026
2020,3,17,47,TN,-0.167
2020,3,17,48,TX,-0.119
2020,3,17,49,UT,-0.0633
2020,3,17,50,VT,-0.209
2020,3,17,51,VA,-0.178
2020,3,17,53,WA,-0.17
2020,3,17,54,WV,-0.164
2020,3,17,55,WI,-0.158
2020,3,17,56,WY,-0.0494
2020,3,18,1,AL,-0.17
2020,3,18,2,AK,-0.179
2020,3,18,4,AZ,-0.138
2020,3,18,5,AR,-0.126
2020,3,18,6,CA,-0.229
2020,3,18,8,CO,-0.0693
2020,3,18,9,CT,-0.166
2020,3,18,10,DE,-0.196
2020,3,18,11,DC,-0.381
2020,3,18,12,FL,-0.163
2020,3,18,13,GA,-0.172
2020,3,18,15,HI,-0.303
2020,3,18,16,ID,-0.105
2020,3,18,17,IL,-0.214
2020,3,18,18,IN,-0.156
2020,3,18,19,IA,-0.154
2020,3,18,20,KS,-0.102
2020,3,18,21,KY,-0.157
2020,3,18,22,LA,-0.222
2020,3,18,23,ME,-0.352
2020,3,18,24,MD,-0.216
2020,3,18,25,MA,-0.236
2020,3,18,26,MI,-0.159
2020,3,18,27,MN,-0.0656
2020,3,18,28,MS,-0.2
2020,3,18,29,MO,-0.151
2020,3,18,30,MT,-0.134
2020,3,18,31,NE,-0.132
2020,3,18,32,NV,-0.225
2020,3,18,33,NH,-0.225
2020,3,18,34,NJ,-0.204
2020,3,18,35,NM,-0.144
2020,3,18,36,NY,-0.25
2020,3,18,37,NC,-0.162
2020,3,18,38,ND,-0.0456
2020,3,18,39,OH,-0.135
2020,3,18,40,OK,-0.156
2020,3,18,41,OR,-0.0733
2020,3,18,42,PA,-0.186
2020,3,18,44,RI,-0.227
2020,3,18,45,SC,-0.154
