year,month,day,statefips,State,RevenueChange
2020,5,30,22,LA,-0.203
2020,5,30,23,ME,-0.435
2020,5,30,24,MD,-0.35
2020,5,30,25,MA,-0.395
2020,5,30,26,MI,-0.269
2020,5,30,27,MN,-0.235
2020,5,30,28,MS,0.18
2020,5,30,29,MO,-0.116
2020,5,30,30,MT,-0.11
2020,5,30,31,NE,0.04
2020,5,30,32,NV,-0.339
2020,5,30,33,NH,-0.202
2020,5,30,34,NJ,-0.362
2020,5,30,35,NM,-0.259
2020,5,30,36,NY,-0.426
2020,5,30,37,NC,-0.123
2020,5,30,38,ND,0.0143
2020,5,30,39,OH,-0.0905
2020,5,30,40,OK,-0.039
2020,5,30,41,OR,-0.173
2020,5,30,42,PA,-0.221
2020,5,30,44,RI,-0.399
2020,5,30,45,SC,-0.0728
2020,5,30,46,SD,0.0999
2020,5,30,47,TN,-0.132
2020,5,30,48,TX,-0.158
2020,5,30,49,UT,-0.113
2020,5,30,50,VT,-0.314
2020,5,30,51,VA,-0.239
2020,5,30,53,WA,-0.322
2020,5,30,54,WV,0.0407
2020,5,30,55,WI,-0.198
2020,5,30,56,WY,-0.141
2020,5,31,1,AL,-0.186
2020,5,31,2,AK,-0.227
2020,5,31,4,AZ,-0.133
2020,5,31,5,AR,0.0487
2020,5,31,6,CA,-0.311
2020,5,31,8,CO,-0.179
2020,5,31,9,CT,-0.266
2020,5,31,10,DE,-0.343
2020,5,31,11,DC,-0.651
2020,5,31,12,FL,-0.239
2020,5,31,13,GA,-0.211
2020,5,31,15,HI,-0.515
2020,5,31,16,ID,-0.0605
2020,5,31,17,IL,-0.326
2020,5,31,18,IN,-0.144
2020,5,31,19,IA,0.0057
2020,5,31,20,KS,-0.112
2020,5,31,21,KY,-0.124
2020,5,31,22,LA,-0.208
2020,5,31,23,ME,-0.444
2020,5,31,24,MD,-0.352
2020,5,31,25,MA,-0.404
2020,5,31,26,MI,-0.281
2020,5,31,27,MN,-0.25
2020,5,31,28,MS,0.134
2020,5,31,29,MO,-0.129
2020,5,31,30,MT,-0.119
2020,5,31,31,NE,0.0538
2020,5,31,32,NV,-0.33
2020,5,31,33,NH,-0.208
2020,5,31,34,NJ,-0.366
2020,5,31,35,NM,-0.254
2020,5,31,36,NY,-0.431
2020,5,31,37,NC,-0.139
2020,5,31,38,ND,0.0114
2020,5,31,39,OH,-0.0888
2020,5,31,40,OK,-0.0529
2020,5,31,41,OR,-0.187
2020,5,31,42,PA,-0.225
2020,5,31,44,RI,-0.404
2020,5,31,45,SC,-0.0981
2020,5,31,46,SD,0.0846
2020,5,31,47,TN,-0.132
2020,5,31,48,TX,-0.165
2020,5,31,49,UT,-0.121
2020,5,31,50,VT,-0.333
2020,5,31,51,VA,-0.25
2020,5,31,53,WA,-0.332
2020,5,31,54,WV,0.0438
2020,5,31,55,WI,-0.195
2020,5,31,56,WY,-0.149
2020,6,1,1,AL,-0.165
2020,6,1,2,AK,-0.202
2020,6,1,4,AZ,-0.127
2020,6,1,5,AR,0.103
2020,6,1,6,CA,-0.287
2020,6,1,8,CO,-0.162
2020,6,1,9,CT,-0.244
2020,6,1,10,DE,-0.299
2020,6,1,11,DC,-0.634
2020,6,1,12,FL,-0.21
2020,6,1,13,GA,-0.184
2020,6,1,15,HI,-0.506
2020,6,1,16,ID,-0.0296
2020,6,1,17,IL,-0.308
2020,6,1,18,IN,-0.145
2020,6,1,19,IA,0.0478
2020,6,1,20,KS,-0.0916
2020,6,1,21,KY,-0.0909
2020,6,1,22,LA,-0.19
2020,6,1,23,ME,-0.4
2020,6,1,24,MD,-0.322
2020,6,1,25,MA,-0.392
2020,6,1,26,MI,-0.26
2020,6,1,27,MN,-0.212
2020,6,1,28,MS,0.176
2020,6,1,29,MO,-0.105
2020,6,1,30,MT,-0.0983
2020,6,1,31,NE,0.0914
2020,6,1,32,NV,-0.311
2020,6,1,33,NH,-0.154
2020,6,1,34,NJ,-0.345
2020,6,1,35,NM,-0.234
2020,6,1,36,NY,-0.418
2020,6,1,37,NC,-0.102
2020,6,1,38,ND,0.063
2020,6,1,39,OH,-0.0626
2020,6,1,40,OK,-0.0323
2020,6,1,41,OR,-0.173
2020,6,1,42,PA,-0.2
2020,6,1,44,RI,-0.376
2020,6,1,45,SC,-0.0631
2020,6,1,46,SD,0.167
2020,6,1,47,TN,-0.106
2020,6,1,48,TX,-0.128
2020,6,1,49,UT,-0.111
2020,6,1,50,VT,-0.285
2020,6,1,51,VA,-0.216
2020,6,1,53,WA,-0.293
2020,6,1,54,WV,0.113
2020,6,1,55,WI,-0.165
2020,6,1,56,WY,-0.133
2020,6,2,1,AL,-0.169
2020,6,2,2,AK,-0.219
2020,6,2,4,AZ,-0.122
2020,6,2,5,AR,0.0834
2020,6,2,6,CA,-0.28
2020,6,2,8,CO,-0.165
2020,6,2,9,CT,-0.232
2020,6,2,10,DE,-0.271
2020,6,2,11,DC,-0.609
2020,6,2,12,FL,-0.203
2020,6,2,13,GA,-0.183
2020,6,2,15,HI,-0.503
2020,6,2,16,ID,-0.0305
2020,6,2,17,IL,-0.298
2020,6,2,18,IN,-0.158
2020,6,2,19,IA,0.00651
2020,6,2,20,KS,-0.105
2020,6,2,21,KY,-0.0903
2020,6,2,22,LA,-0.177
2020,6,2,23,ME,-0.359
2020,6,2,24,MD,-0.302
2020,6,2,25,MA,-0.381
2020,6,2,26,MI,-0.255
2020,6,2,27,MN,-0.214
2020,6,2,28,MS,0.15
2020,6,2,29,MO,-0.113
2020,6,2,30,MT,-0.119
2020,6,2,31,NE,0.0567
2020,6,2,32,NV,-0.287
2020,6,2,33,NH,-0.149
2020,6,2,34,NJ,-0.327
2020,6,2,35,NM,-0.216
2020,6,2,36,NY,-0.409
2020,6,2,37,NC,-0.105
2020,6,2,38,ND,0.0211
2020,6,2,39,OH,-0.0633
2020,6,2,40,OK,-0.051
2020,6,2,41,OR,-0.171
2020,6,2,42,PA,-0.184
2020,6,2,44,RI,-0.35
2020,6,2,45,SC,-0.0639
2020,6,2,46,SD,0.126
2020,6,2,47,TN,-0.103
2020,6,2,48,TX,-0.132
2020,6,2,49,UT,-0.114
2020,6,2,50,VT,-0.299
2020,6,2,51,VA,-0.205
2020,6,2,53,WA,-0.295
2020,6,2,54,WV,0.11
2020,6,2,55,WI,-0.175
2020,6,2,56,WY,-0.131
2020,6,3,1,AL,-0.176
2020,6,3,2,AK,-0.247
2020,6,3,4,AZ,-0.134
2020,6,3,5,AR,0.0377
2020,6,3,6,CA,-0.282
2020,6,3,8,CO,-0.18
2020,6,3,9,CT,-0.24
2020,6,3,10,DE,-0.277
2020,6,3,11,DC,-0.628
2020,6,3,12,FL,-0.214
2020,6,3,13,GA,-0.178
2020,6,3,15,HI,-0.501
2020,6,3,16,ID,-0.0389
2020,6,3,17,IL,-0.286
2020,6,3,18,IN,-0.172
2020,6,3,19,IA,-0.0337
2020,6,3,20,KS,-0.116
2020,6,3,21,KY,-0.101
2020,6,3,22,LA,-0.217
2020,6,3,23,ME,-0.336
2020,6,3,24,MD,-0.301
2020,6,3,25,MA,-0.38
2020,6,3,26,MI,-0.255
2020,6,3,27,MN,-0.214
2020,6,3,28,MS,0.0732
2020,6,3,29,MO,-0.113
2020,6,3,30,MT,-0.108
2020,6,3,31,NE,0.0692
2020,6,3,32,NV,-0.288
2020,6,3,33,NH,-0.228
2020,6,3,34,NJ,-0.357
2020,6,3,35,NM,-0.208
2020,6,3,36,NY,-0.42
2020,6,3,37,NC,-0.12
2020,6,3,38,ND,-0.0392
2020,6,3,39,OH,-0.0831
2020,6,3,40,OK,-0.0904
2020,6,3,41,OR,-0.175
2020,6,3,42,PA,-0.198
2020,6,3,44,RI,-0.344
2020,6,3,45,SC,-0.0748
2020,6,3,46,SD,0.0785
2020,6,3,47,TN,-0.102
2020,6,3,48,TX,-0.155
2020,6,3,49,UT,-0.132
2020,6,3,50,VT,-0.3
2020,6,3,51,VA,-0.202
2020,6,3,53,WA,-0.299
2020,6,3,54,WV,0.0857
2020,6,3,55,WI,-0.181
2020,6,3,56,WY,-0.126
2020,6,4,1,AL,-0.176
2020,6,4,2,AK,-0.262
2020,6,4,4,AZ,-0.135
2020,6,4,5,AR,0.00184
2020,6,4,6,CA,-0.283
2020,6,4,8,CO,-0.193
2020,6,4,9,CT,-0.237
2020,6,4,10,DE,-0.248
2020,6,4,11,DC,-0.636
2020,6,4,12,FL,-0.215
2020,6,4,13,GA,-0.17
2020,6,4,15,HI,-0.506
2020,6,4,16,ID,-0.0399
2020,6,4,17,IL,-0.274
2020,6,4,18,IN,-0.167
2020,6,4,19,IA,-0.0469
2020,6,4,20,KS,-0.123
2020,6,4,21,KY,-0.0976
2020,6,4,22,LA,-0.22
2020,6,4,23,ME,-0.324
2020,6,4,24,MD,-0.291
2020,6,4,25,MA,-0.387
2020,6,4,26,MI,-0.25
2020,6,4,27,MN,-0.183
2020,6,4,28,MS,0.0437
2020,6,4,29,MO,-0.109
2020,6,4,30,MT,-0.117
2020,6,4,31,NE,0.0548
2020,6,4,32,NV,-0.277
2020,6,4,33,NH,-0.226
2020,6,4,34,NJ,-0.37
2020,6,4,35,NM,-0.206
2020,6,4,36,NY,-0.427
2020,6,4,37,NC,-0.119
2020,6,4,38,ND,-0.0538
2020,6,4,39,OH,-0.0943
2020,6,4,40,OK,-0.0903
2020,6,4,41,OR,-0.183
2020,6,4,42,PA,-0.206
2020,6,4,44,RI,-0.332
2020,6,4,45,SC,-0.0707
2020,6,4,46,SD,0.0668
2020,6,4,47,TN,-0.0923
2020,6,4,48,TX,-0.161
2020,6,4,49,UT,-0.136
2020,6,4,50,VT,-0.288
2020,6,4,51,VA,-0.198
2020,6,4,53,WA,-0.307
2020,6,4,54,WV,0.0602
2020,6,4,55,WI,-0.172
2020,6,4,56,WY,-0.13
2020,6,5,1,AL,-0.203
2020,6,5,2,AK,-0.287
2020,6,5,4,AZ,-0.143
2020,6,5,5,AR,-0.0398
2020,6,5,6,CA,-0.289
2020,6,5,8,CO,-0.21
2020,6,5,9,CT,-0.244
2020,6,5,10,DE,-0.218
2020,6,5,11,DC,-0.653
2020,6,5,12,FL,-0.224
2020,6,5,13,GA,-0.184
2020,6,5,15,HI,-0.513
2020,6,5,16,ID,-0.0429
2020,6,5,17,IL,-0.284
2020,6,5,18,IN,-0.182
2020,6,5,19,IA,-0.0737
2020,6,5,20,KS,-0.132
2020,6,5,21,KY,-0.116
2020,6,5,22,LA,-0.229
2020,6,5,23,ME,-0.325
2020,6,5,24,MD,-0.284
2020,6,5,25,MA,-0.396
2020,6,5,26,MI,-0.256
2020,6,5,27,MN,-0.182
2020,6,5,28,MS,-0.00597
2020,6,5,29,MO,-0.129
2020,6,5,30,MT,-0.14
2020,6,5,31,NE,0.0195
2020,6,5,32,NV,-0.283
2020,6,5,33,NH,-0.235
2020,6,5,34,NJ,-0.385
2020,6,5,35,NM,-0.212
2020,6,5,36,NY,-0.43
2020,6,5,37,NC,-0.124
2020,6,5,38,ND,-0.0842
2020,6,5,39,OH,-0.105
2020,6,5,40,OK,-0.121
2020,6,5,41,OR,-0.199
2020,6,5,42,PA,-0.208
2020,6,5,44,RI,-0.341
2020,6,5,45,SC,-0.0774
2020,6,5,46,SD,0.0423
2020,6,5,47,TN,-0.109
2020,6,5,48,TX,-0.181
2020,6,5,49,UT,-0.155
2020,6,5,50,VT,-0.289
2020,6,5,51,VA,-0.2
2020,6,5,53,WA,-0.32
2020,6,5,54,WV,0.0176
2020,6,5,55,WI,-0.198
2020,6,5,56,WY,-0.15
2020,6,6,1,AL,-0.192
2020,6,6,2,AK,-0.313
2020,6,6,4,AZ,-0.148
2020,6,6,5,AR,-0.0419
2020,6,6,6,CA,-0.293
2020,6,6,8,CO,-0.22
2020,6,6,9,CT,-0.257
2020,6,6,10,DE,-0.226
2020,6,6,11,DC,-0.661
2020,6,6,12,FL,-0.229
2020,6,6,13,GA,-0.181
2020,6,6,15,HI,-0.512
2020,6,6,16,ID,-0.0499
2020,6,6,17,IL,-0.285
2020,6,6,18,IN,-0.183
2020,6,6,19,IA,-0.0969
2020,6,6,20,KS,-0.141
2020,6,6,21,KY,-0.121
2020,6,6,22,LA,-0.232
2020,6,6,23,ME,-0.332
2020,6,6,24,MD,-0.284
2020,6,6,25,MA,-0.404
2020,6,6,26,MI,-0.254
2020,6,6,27,MN,-0.169
2020,6,6,28,MS,-0.00897
2020,6,6,29,MO,-0.14
2020,6,6,30,MT,-0.142
2020,6,6,31,NE,-0.000329
2020,6,6,32,NV,-0.275
2020,6,6,33,NH,-0.235
2020,6,6,34,NJ,-0.394
2020,6,6,35,NM,-0.21
2020,6,6,36,NY,-0.437
2020,6,6,37,NC,-0.126
2020,6,6,38,ND,-0.0942
2020,6,6,39,OH,-0.126
2020,6,6,40,OK,-0.123
2020,6,6,41,OR,-0.198
2020,6,6,42,PA,-0.216
2020,6,6,44,RI,-0.34
2020,6,6,45,SC,-0.0782
2020,6,6,46,SD,0.0139
2020,6,6,47,TN,-0.112
2020,6,6,48,TX,-0.193
2020,6,6,49,UT,-0.156
2020,6,6,50,VT,-0.308
2020,6,6,51,VA,-0.196
2020,6,6,53,WA,-0.316
2020,6,6,54,WV,-0.00276
2020,6,6,55,WI,-0.209
2020,6,6,56,WY,-0.166
2020,6,7,1,AL,-0.149
2020,6,7,2,AK,-0.324
2020,6,7,4,AZ,-0.139
2020,6,7,5,AR,-0.0276
2020,6,7,6,CA,-0.285
2020,6,7,8,CO,-0.215
2020,6,7,9,CT,-0.247
2020,6,7,10,DE,-0.218
2020,6,7,11,DC,-0.662
2020,6,7,12,FL,-0.224
2020,6,7,13,GA,-0.168
2020,6,7,15,HI,-0.506
2020,6,7,16,ID,-0.0327
2020,6,7,17,IL,-0.281
2020,6,7,18,IN,-0.176
2020,6,7,19,IA,-0.0991
2020,6,7,20,KS,-0.138
2020,6,7,21,KY,-0.109
2020,6,7,22,LA,-0.237
2020,6,7,23,ME,-0.324
2020,6,7,24,MD,-0.276
2020,6,7,25,MA,-0.402
2020,6,7,26,MI,-0.241
2020,6,7,27,MN,-0.156
2020,6,7,28,MS,0.0386
2020,6,7,29,MO,-0.123
2020,6,7,30,MT,-0.14
2020,6,7,31,NE,0.0065
2020,6,7,32,NV,-0.264
2020,6,7,33,NH,-0.233
2020,6,7,34,NJ,-0.391
2020,6,7,35,NM,-0.204
2020,6,7,36,NY,-0.428
2020,6,7,37,NC,-0.101
2020,6,7,38,ND,-0.0987
2020,6,7,39,OH,-0.128
2020,6,7,40,OK,-0.121
2020,6,7,41,OR,-0.191
2020,6,7,42,PA,-0.207
2020,6,7,44,RI,-0.336
2020,6,7,45,SC,-0.0553
2020,6,7,46,SD,0.0248
2020,6,7,47,TN,-0.0969
2020,6,7,48,TX,-0.191
2020,6,7,49,UT,-0.147
2020,6,7,50,VT,-0.296
2020,6,7,51,VA,-0.181
2020,6,7,53,WA,-0.31
2020,6,7,54,WV,-0.00321
2020,6,7,55,WI,-0.21
2020,6,7,56,WY,-0.168
2020,6,8,1,AL,-0.174
2020,6,8,2,AK,-0.356
2020,6,8,4,AZ,-0.138
2020,6,8,5,AR,-0.075
2020,6,8,6,CA,-0.29
2020,6,8,8,CO,-0.22
2020,6,8,9,CT,-0.246
2020,6,8,10,DE,-0.23
2020,6,8,11,DC,-0.676
2020,6,8,12,FL,-0.233
2020,6,8,13,GA,-0.174
2020,6,8,15,HI,-0.503
2020,6,8,16,ID,-0.0505
2020,6,8,17,IL,-0.275
2020,6,8,18,IN,-0.167
2020,6,8,19,IA,-0.12
2020,6,8,20,KS,-0.151
2020,6,8,21,KY,-0.117
2020,6,8,22,LA,-0.265
2020,6,8,23,ME,-0.329
2020,6,8,24,MD,-0.274
2020,6,8,25,MA,-0.394
2020,6,8,26,MI,-0.242
2020,6,8,27,MN,-0.165
2020,6,8,28,MS,-0.00647
2020,6,8,29,MO,-0.139
2020,6,8,30,MT,-0.131
2020,6,8,31,NE,-0.0235
2020,6,8,32,NV,-0.259
2020,6,8,33,NH,-0.245
2020,6,8,34,NJ,-0.394
2020,6,8,35,NM,-0.213
2020,6,8,36,NY,-0.427
2020,6,8,37,NC,-0.109
2020,6,8,38,ND,-0.13
2020,6,8,39,OH,-0.134
2020,6,8,40,OK,-0.136
2020,6,8,41,OR,-0.192
2020,6,8,42,PA,-0.211
2020,6,8,44,RI,-0.329
2020,6,8,45,SC,-0.0679
2020,6,8,46,SD,-0.00519
2020,6,8,47,TN,-0.104
2020,6,8,48,TX,-0.222
2020,6,8,49,UT,-0.155
2020,6,8,50,VT,-0.306
2020,6,8,51,VA,-0.196
2020,6,8,53,WA,-0.334
2020,6,8,54,WV,-0.0559
2020,6,8,55,WI,-0.219
2020,6,8,56,WY,-0.174
2020,6,9,1,AL,-0.192
2020,6,9,2,AK,-0.37
2020,6,9,4,AZ,-0.156
2020,6,9,5,AR,-0.0753
2020,6,9,6,CA,-0.29
2020,6,9,8,CO,-0.228
2020,6,9,9,CT,-0.252
2020,6,9,10,DE,-0.224
2020,6,9,11,DC,-0.682
2020,6,9,12,FL,-0.239
2020,6,9,13,GA,-0.179
2020,6,9,15,HI,-0.519
2020,6,9,16,ID,-0.0401
2020,6,9,17,IL,-0.282
2020,6,9,18,IN,-0.17
2020,6,9,19,IA,-0.13
2020,6,9,20,KS,-0.157
2020,6,9,21,KY,-0.118
2020,6,9,22,LA,-0.285
2020,6,9,23,ME,-0.348
2020,6,9,24,MD,-0.271
2020,6,9,25,MA,-0.402
2020,6,9,26,MI,-0.236
2020,6,9,27,MN,-0.168
2020,6,9,28,MS,-0.0364
2020,6,9,29,MO,-0.147
2020,6,9,30,MT,-0.119
2020,6,9,31,NE,-0.0315
2020,6,9,32,NV,-0.26
2020,6,9,33,NH,-0.248
2020,6,9,34,NJ,-0.396
2020,6,9,35,NM,-0.226
2020,6,9,36,NY,-0.424
2020,6,9,37,NC,-0.106
2020,6,9,38,ND,-0.143
2020,6,9,39,OH,-0.138
2020,6,9,40,OK,-0.137
2020,6,9,41,OR,-0.198
2020,6,9,42,PA,-0.219
2020,6,9,44,RI,-0.332
2020,6,9,45,SC,-0.0739
2020,6,9,46,SD,-0.0266
2020,6,9,47,TN,-0.108
2020,6,9,48,TX,-0.237
2020,6,9,49,UT,-0.16
2020,6,9,50,VT,-0.313
2020,6,9,51,VA,-0.208
2020,6,9,53,WA,-0.333
2020,6,9,54,WV,-0.085
2020,6,9,55,WI,-0.221
2020,6,9,56,WY,-0.195
2020,6,10,1,AL,-0.189
2020,6,10,2,AK,-0.359
2020,6,10,4,AZ,-0.159
2020,6,10,5,AR,-0.0801
2020,6,10,6,CA,-0.289
2020,6,10,8,CO,-0.237
2020,6,10,9,CT,-0.254
2020,6,10,10,DE,-0.219
2020,6,10,11,DC,-0.67
2020,6,10,12,FL,-0.23
2020,6,10,13,GA,-0.182
2020,6,10,15,HI,-0.529
2020,6,10,16,ID,-0.0495
2020,6,10,17,IL,-0.288
2020,6,10,18,IN,-0.167
2020,6,10,19,IA,-0.139
2020,6,10,20,KS,-0.16
2020,6,10,21,KY,-0.122
2020,6,10,22,LA,-0.271
2020,6,10,23,ME,-0.365
2020,6,10,24,MD,-0.26
2020,6,10,25,MA,-0.402
2020,6,10,26,MI,-0.234
2020,6,10,27,MN,-0.157
2020,6,10,28,MS,-0.0303
2020,6,10,29,MO,-0.156
2020,6,10,30,MT,-0.143
2020,6,10,31,NE,-0.0677
2020,6,10,32,NV,-0.261
2020,6,10,33,NH,-0.193
2020,6,10,34,NJ,-0.373
2020,6,10,35,NM,-0.242
2020,6,10,36,NY,-0.409
2020,6,10,37,NC,-0.088
2020,6,10,38,ND,-0.141
2020,6,10,39,OH,-0.135
2020,6,10,40,OK,-0.146
2020,6,10,41,OR,-0.202
2020,6,10,42,PA,-0.2
2020,6,10,44,RI,-0.319
2020,6,10,45,SC,-0.0636
2020,6,10,46,SD,-0.0335
2020,6,10,47,TN,-0.101
2020,6,10,48,TX,-0.235
2020,6,10,49,UT,-0.165
2020,6,10,50,VT,-0.334
2020,6,10,51,VA,-0.2
2020,6,10,53,WA,-0.331
2020,6,10,54,WV,-0.0806
2020,6,10,55,WI,-0.222
2020,6,10,56,WY,-0.21
2020,6,11,1,AL,-0.19
2020,6,11,2,AK,-0.349
2020,6,11,4,AZ,-0.152
2020,6,11,5,AR,-0.0729
2020,6,11,6,CA,-0.278
2020,6,11,8,CO,-0.223
2020,6,11,9,CT,-0.263
2020,6,11,10,DE,-0.233
2020,6,11,11,DC,-0.665
2020,6,11,12,FL,-0.217
2020,6,11,13,GA,-0.175
2020,6,11,15,HI,-0.52
2020,6,11,16,ID,-0.0551
2020,6,11,17,IL,-0.281
2020,6,11,18,IN,-0.17
2020,6,11,19,IA,-0.13
2020,6,11,20,KS,-0.127
2020,6,11,21,KY,-0.114
2020,6,11,22,LA,-0.266
2020,6,11,23,ME,-0.36
2020,6,11,24,MD,-0.259
2020,6,11,25,MA,-0.395
2020,6,11,26,MI,-0.225
2020,6,11,27,MN,-0.168
2020,6,11,28,MS,-0.0368
2020,6,11,29,MO,-0.143
2020,6,11,30,MT,-0.139
2020,6,11,31,NE,-0.0382
2020,6,11,32,NV,-0.256
2020,6,11,33,NH,-0.218
2020,6,11,34,NJ,-0.367
2020,6,11,35,NM,-0.246
2020,6,11,36,NY,-0.403
2020,6,11,37,NC,-0.0807
2020,6,11,38,ND,-0.13
2020,6,11,39,OH,-0.121
2020,6,11,40,OK,-0.149
2020,6,11,41,OR,-0.209
2020,6,11,42,PA,-0.184
2020,6,11,44,RI,-0.317
2020,6,11,45,SC,-0.0556
2020,6,11,46,SD,-0.0193
2020,6,11,47,TN,-0.0916
2020,6,11,48,TX,-0.23
2020,6,11,49,UT,-0.154
2020,6,11,50,VT,-0.344
2020,6,11,51,VA,-0.194
2020,6,11,53,WA,-0.316
2020,6,11,54,WV,-0.0964
2020,6,11,55,WI,-0.216
2020,6,11,56,WY,-0.204
2020,6,12,1,AL,-0.184
2020,6,12,2,AK,-0.351
2020,6,12,4,AZ,-0.162
2020,6,12,5,AR,-0.074
2020,6,12,6,CA,-0.275
2020,6,12,8,CO,-0.227
2020,6,12,9,CT,-0.275
2020,6,12,10,DE,-0.247
2020,6,12,11,DC,-0.656
2020,6,12,12,FL,-0.207
2020,6,12,13,GA,-0.167
2020,6,12,15,HI,-0.51
2020,6,12,16,ID,-0.0792
2020,6,12,17,IL,-0.28
2020,6,12,18,IN,-0.17
2020,6,12,19,IA,-0.14
2020,6,12,20,KS,-0.136
2020,6,12,21,KY,-0.12
2020,6,12,22,LA,-0.262
2020,6,12,23,ME,-0.352
2020,6,12,24,MD,-0.262
2020,6,12,25,MA,-0.393
2020,6,12,26,MI,-0.219
2020,6,12,27,MN,-0.157
2020,6,12,28,MS,-0.0492
2020,6,12,29,MO,-0.138
2020,6,12,30,MT,-0.174
2020,6,12,31,NE,-0.0411
2020,6,12,32,NV,-0.252
2020,6,12,33,NH,-0.219
2020,6,12,34,NJ,-0.364
2020,6,12,35,NM,-0.245
2020,6,12,36,NY,-0.406
2020,6,12,37,NC,-0.0833
2020,6,12,38,ND,-0.12
2020,6,12,39,OH,-0.115
2020,6,12,40,OK,-0.157
2020,6,12,41,OR,-0.211
2020,6,12,42,PA,-0.2
2020,6,12,44,RI,-0.318
2020,6,12,45,SC,-0.0568
2020,6,12,46,SD,-0.0457
2020,6,12,47,TN,-0.0827
2020,6,12,48,TX,-0.231
2020,6,12,49,UT,-0.164
2020,6,12,50,VT,-0.351
2020,6,12,51,VA,-0.199
2020,6,12,53,WA,-0.316
2020,6,12,54,WV,-0.103
2020,6,12,55,WI,-0.216
2020,6,12,56,WY,-0.231
2020,6,13,1,AL,-0.189
2020,6,13,2,AK,-0.35
2020,6,13,4,AZ,-0.163
2020,6,13,5,AR,-0.0981
2020,6,13,6,CA,-0.267
2020,6,13,8,CO,-0.227
2020,6,13,9,CT,-0.264
2020,6,13,10,DE,-0.236
2020,6,13,11,DC,-0.648
2020,6,13,12,FL,-0.194
2020,6,13,13,GA,-0.167
2020,6,13,15,HI,-0.512
2020,6,13,16,ID,-0.0889
2020,6,13,17,IL,-0.285
2020,6,13,18,IN,-0.17
2020,6,13,19,IA,-0.132
2020,6,13,20,KS,-0.143
2020,6,13,21,KY,-0.117
2020,6,13,22,LA,-0.262
2020,6,13,23,ME,-0.34
2020,6,13,24,MD,-0.257
2020,6,13,25,MA,-0.384
2020,6,13,26,MI,-0.211
2020,6,13,27,MN,-0.15
2020,6,13,28,MS,-0.0485
2020,6,13,29,MO,-0.132
2020,6,13,30,MT,-0.188
2020,6,13,31,NE,-0.0374
2020,6,13,32,NV,-0.257
2020,6,13,33,NH,-0.216
2020,6,13,34,NJ,-0.356
2020,6,13,35,NM,-0.256
2020,6,13,36,NY,-0.396
2020,6,13,37,NC,-0.0805
2020,6,13,38,ND,-0.111
2020,6,13,39,OH,-0.107
2020,6,13,40,OK,-0.165
2020,6,13,41,OR,-0.211
2020,6,13,42,PA,-0.202
2020,6,13,44,RI,-0.305
2020,6,13,45,SC,-0.0534
2020,6,13,46,SD,-0.0586
2020,6,13,47,TN,-0.0933
2020,6,13,48,TX,-0.23
2020,6,13,49,UT,-0.161
2020,6,13,50,VT,-0.356
2020,6,13,51,VA,-0.206
2020,6,13,53,WA,-0.314
2020,6,13,54,WV,-0.105
2020,6,13,55,WI,-0.209
2020,6,13,56,WY,-0.224
2020,6,14,1,AL,-0.193
2020,6,14,2,AK,-0.351
2020,6,14,4,AZ,-0.169
2020,6,14,5,AR,-0.0989
2020,6,14,6,CA,-0.264
2020,6,14,8,CO,-0.231
2020,6,14,9,CT,-0.268
2020,6,14,10,DE,-0.229
2020,6,14,11,DC,-0.65
2020,6,14,12,FL,-0.189
2020,6,14,13,GA,-0.177
2020,6,14,15,HI,-0.513
2020,6,14,16,ID,-0.0995
2020,6,14,17,IL,-0.285
2020,6,14,18,IN,-0.175
2020,6,14,19,IA,-0.145
2020,6,14,20,KS,-0.149
2020,6,14,21,KY,-0.129
2020,6,14,22,LA,-0.253
2020,6,14,23,ME,-0.331
2020,6,14,24,MD,-0.262
2020,6,14,25,MA,-0.372
2020,6,14,26,MI,-0.206
2020,6,14,27,MN,-0.152
2020,6,14,28,MS,-0.0529
2020,6,14,29,MO,-0.133
2020,6,14,30,MT,-0.184
2020,6,14,31,NE,-0.0586
2020,6,14,32,NV,-0.266
2020,6,14,33,NH,-0.219
2020,6,14,34,NJ,-0.358
2020,6,14,35,NM,-0.255
2020,6,14,36,NY,-0.397
2020,6,14,37,NC,-0.0858
2020,6,14,38,ND,-0.129
2020,6,14,39,OH,-0.111
2020,6,14,40,OK,-0.169
2020,6,14,41,OR,-0.212
2020,6,14,42,PA,-0.203
2020,6,14,44,RI,-0.294
2020,6,14,45,SC,-0.0556
2020,6,14,46,SD,-0.0664
2020,6,14,47,TN,-0.103
2020,6,14,48,TX,-0.235
2020,6,14,49,UT,-0.165
2020,6,14,50,VT,-0.375
2020,6,14,51,VA,-0.207
2020,6,14,53,WA,-0.317
2020,6,14,54,WV,-0.0905
2020,6,14,55,WI,-0.211
2020,6,14,56,WY,-0.226
2020,6,15,1,AL,-0.189
2020,6,15,2,AK,-0.333
2020,6,15,4,AZ,-0.173
2020,6,15,5,AR,-0.0716
2020,6,15,6,CA,-0.255
2020,6,15,8,CO,-0.22
2020,6,15,9,CT,-0.265
2020,6,15,10,DE,-0.216
2020,6,15,11,DC,-0.641
2020,6,15,12,FL,-0.189
2020,6,15,13,GA,-0.183
2020,6,15,15,HI,-0.51
2020,6,15,16,ID,-0.0901
2020,6,15,17,IL,-0.275
2020,6,15,18,IN,-0.171
2020,6,15,19,IA,-0.141
2020,6,15,20,KS,-0.107
